# Date: Wed Nov 8 13:53:30 2023
# Object: BWS0001-BW1-G03
# Illuminant: D65
# Sample integration time [ms]: 50
# White standard integration time [ms]: 50
# Sample: 03
# Curr: 700 (Watts: 0.0194186, MLuxes: 5.65894)
# LED: 1
#Time	Watts	Lux	L	a	b	dE76	dE2000	dL	da	db	dC	dh
122.902	2.38659	0.193193	50.6506	-3.63173	-47.523	4.35879	1.07363	0.538326	-2.30792	3.65825	-3.5368	-2.88845
132.888	2.5805	0.20889	50.8475	-3.46818	-47.6691	4.18019	1.12822	0.735281	-2.14437	3.51213	-3.40325	-2.67961
142.887	2.77467	0.224608	50.8018	-3.63164	-47.4029	4.48077	1.15477	0.68958	-2.30783	3.77832	-3.65653	-2.89936
152.936	2.9698	0.240404	50.8058	-3.80286	-47.154	4.77962	1.21807	0.693545	-2.47905	4.02717	-3.89119	-3.12915
162.936	3.16399	0.256124	50.9102	-3.6906	-47.1915	4.70702	1.24112	0.79795	-2.36679	3.98969	-3.86271	-2.99007
172.935	3.35816	0.271841	50.9302	-3.86246	-47.0344	4.93049	1.31291	0.817987	-2.53865	4.1468	-4.00559	-3.21295
182.934	3.55232	0.287559	50.9651	-3.86434	-46.898	5.05248	1.33469	0.852816	-2.54053	4.28322	-4.14139	-3.22883
192.932	3.74647	0.303275	50.9699	-3.97133	-46.7056	5.2703	1.37449	0.857626	-2.64752	4.47562	-4.32421	-3.37848
202.932	3.94066	0.318994	51.0478	-4.00509	-46.6215	5.37173	1.43565	0.935554	-2.68128	4.55971	-4.40511	-3.42839
212.931	4.13482	0.334712	51.039	-4.13372	-46.4385	5.58996	1.47435	0.926789	-2.80991	4.74269	-4.57619	-3.60514
222.93	4.32899	0.35043	51.0133	-4.39311	-46.1795	5.93717	1.55315	0.901066	-3.0693	5.00175	-4.81038	-3.95263
232.929	4.52316	0.366148	51.1184	-4.23792	-46.1783	5.87657	1.56138	1.00618	-2.91411	5.00296	-4.82602	-3.76189
242.929	4.71734	0.381867	51.0783	-4.44017	-46.0128	6.11209	1.60844	0.966004	-3.11637	5.16844	-4.97181	-4.03027
252.928	4.91151	0.397585	51.0843	-4.46288	-45.9129	6.20916	1.62048	0.972069	-3.13908	5.2683	-5.06902	-4.07026
262.976	5.10663	0.413379	51.167	-4.43863	-45.8506	6.26343	1.66299	1.05476	-3.11482	5.33066	-5.13344	-4.04774
272.976	5.30081	0.429099	51.2026	-4.55683	-45.6837	6.4702	1.72759	1.0903	-3.23302	5.49748	-5.2879	-4.21462
282.975	5.49498	0.444816	51.2276	-4.4784	-45.7006	6.42127	1.71658	1.1153	-3.15459	5.48064	-5.27885	-4.11517
292.974	5.68915	0.460534	51.2625	-4.55861	-45.5542	6.59169	1.76767	1.15022	-3.2348	5.62702	-5.41662	-4.23294
302.973	5.88331	0.476252	51.2507	-4.66073	-45.4199	6.75452	1.79637	1.13842	-3.33692	5.7613	-5.53991	-4.37722
312.972	6.07748	0.491969	51.3312	-4.62657	-45.373	6.79188	1.83754	1.21895	-3.30276	5.80824	-5.59008	-4.34056
322.971	6.27165	0.507687	51.3245	-4.69394	-45.2244	6.95057	1.85766	1.2122	-3.37013	5.95678	-5.73096	-4.444
332.971	6.46583	0.523406	51.393	-4.78869	-45.1531	7.06995	1.93485	1.28075	-3.46488	6.02814	-5.79204	-4.57222
342.97	6.66	0.539124	51.4452	-4.71048	-45.1602	7.03554	1.94445	1.33297	-3.38667	6.02101	-5.79312	-4.47313
352.969	6.85417	0.554842	51.4182	-4.88588	-44.9758	7.27334	1.98646	1.30595	-3.56207	6.20546	-5.95797	-4.7183
362.968	7.04833	0.570559	51.4515	-4.85217	-44.9504	7.28465	1.99777	1.33925	-3.52836	6.23083	-5.98682	-4.6793
372.967	7.2425	0.586277	51.4663	-4.8988	-44.8381	7.40602	2.02491	1.35404	-3.57499	6.34312	-6.09342	-4.75351
382.966	7.43667	0.601995	51.4695	-4.97284	-44.6897	7.56949	2.05426	1.35728	-3.64904	6.49149	-6.23278	-4.86783
392.965	7.63083	0.617713	51.5822	-4.87474	-44.7577	7.48542	2.098	1.46997	-3.55093	6.42352	-6.17596	-4.73418
402.965	7.82502	0.633432	51.563	-4.91845	-44.6512	7.59387	2.10074	1.45075	-3.59465	6.52999	-6.27703	-4.80431
412.964	8.01918	0.64915	51.5554	-4.99642	-44.524	7.73884	2.12299	1.44316	-3.67262	6.65724	-6.39489	-4.92124
422.963	8.21335	0.664867	51.6465	-4.92362	-44.5623	7.6891	2.16269	1.53423	-3.59981	6.61889	-6.36483	-4.82331
432.961	8.4075	0.680583	51.7175	-4.85893	-44.5386	7.69404	2.19587	1.60528	-3.53513	6.64261	-6.39547	-4.74442
443.01	8.60264	0.69638	51.6135	-5.12102	-44.2712	8.0263	2.208	1.50121	-3.79721	6.91006	-6.63198	-5.11667
453.01	8.79682	0.712099	51.6099	-5.20596	-44.1804	8.14404	2.23503	1.49768	-3.88215	7.0008	-6.71225	-5.23877
463.009	8.99099	0.727817	51.6445	-5.23817	-44.0209	8.303	2.27305	1.53227	-3.91436	7.16029	-6.86685	-5.30424
473.008	9.18515	0.743534	51.7003	-5.26925	-43.9951	8.35036	2.32107	1.58804	-3.94544	7.18611	-6.8888	-5.34809
483.007	9.37932	0.759252	51.5903	-5.50315	-43.6588	8.73146	2.33587	1.47804	-4.17934	7.52243	-7.19408	-5.70255
493.006	9.57349	0.77497	51.7251	-5.30753	-43.8527	8.49575	2.35433	1.61284	-3.98373	7.32847	-7.02556	-5.41936
503.006	9.76767	0.790689	51.7983	-5.23858	-43.8647	8.46758	2.38374	1.68606	-3.91477	7.31653	-7.02195	-5.32871
513.055	9.96281	0.806485	51.7062	-5.58565	-43.5638	8.87297	2.44048	1.59395	-4.26184	7.61745	-7.27794	-5.82484
523.054	10.157	0.822203	51.7312	-5.6199	-43.4381	9.00185	2.47207	1.61898	-4.29609	7.74312	-7.3982	-5.89019
533.053	10.3511	0.837921	51.8409	-5.41004	-43.6019	8.78247	2.4735	1.7286	-4.08624	7.57934	-7.2621	-5.59138
543.102	10.5463	0.853717	51.9066	-5.25309	-43.6411	8.68976	2.47336	1.79436	-3.92928	7.54009	-7.24219	-5.38205
553.051	10.7395	0.869356	51.7903	-5.60024	-43.2846	9.13568	2.50986	1.67807	-4.27643	7.89664	-7.55297	-5.89045
563.05	10.9336	0.885074	51.8654	-5.55976	-43.3476	9.0765	2.54523	1.75318	-4.23595	7.83364	-7.49567	-5.82722
573.1	11.1288	0.900872	51.9041	-5.50509	-43.3223	9.08052	2.55627	1.79179	-4.18128	7.85889	-7.52764	-5.76029
583.098	11.3229	0.916588	51.9576	-5.44917	-43.356	9.03643	2.57616	1.84533	-4.12536	7.82517	-7.50119	-5.68198
593.098	11.5171	0.932307	51.9056	-5.57232	-43.1466	9.26397	2.58461	1.79333	-4.24851	8.03463	-7.6934	-5.87731
603.097	11.7113	0.948025	51.8924	-5.67655	-43.0088	9.42885	2.61302	1.78016	-4.35274	8.17239	-7.81651	-6.03714
613.096	11.9055	0.963743	52.006	-5.65424	-43.0514	9.40389	2.68229	1.89374	-4.33044	8.12983	-7.77723	-6.0006
623.095	12.0996	0.97946	52.0152	-5.60667	-43.0137	9.41658	2.67653	1.90298	-4.28286	8.16748	-7.82073	-5.94477
633.094	12.2938	0.995178	52.0259	-5.67772	-42.9336	9.52059	2.70811	1.91362	-4.35391	8.24761	-7.89093	-6.05169
643.093	12.488	1.0109	52.0167	-5.84866	-42.7127	9.78859	2.76271	1.9044	-4.52485	8.4685	-8.08704	-6.3154
653.092	12.6821	1.02661	52.0478	-5.70204	-42.774	9.67457	2.73783	1.93559	-4.37823	8.40725	-8.04598	-6.11149
663.092	12.8763	1.04233	52.0874	-5.79815	-42.7008	9.78971	2.79675	1.97518	-4.47434	8.48041	-8.10567	-6.25101
673.14	13.0714	1.05813	52.0351	-5.95195	-42.4481	10.0689	2.81905	1.92284	-4.62815	8.73307	-8.33493	-6.50017
683.14	13.2656	1.07385	52.1071	-5.90507	-42.5748	9.9518	2.84798	1.99488	-4.58126	8.60644	-8.216	-6.41484
693.139	13.4598	1.08956	52.1	-5.86258	-42.5034	9.99278	2.83373	1.98772	-4.53877	8.6778	-8.2925	-6.37173
703.187	13.6549	1.10536	52.1105	-6.00536	-42.3402	10.2017	2.89161	1.99825	-4.68155	8.84104	-8.43439	-6.59112
713.187	13.8491	1.12108	52.1882	-5.98826	-42.3192	10.2275	2.94088	2.0759	-4.66445	8.86206	-8.4576	-6.57239
723.186	14.0433	1.1368	52.1851	-5.84543	-42.3778	10.1115	2.89464	2.07289	-4.52162	8.80342	-8.41929	-6.37196
733.185	14.2374	1.15251	52.195	-5.8936	-42.3269	10.1794	2.91778	2.0827	-4.56979	8.85433	-8.4631	-6.44528
743.184	14.4316	1.16823	52.2082	-6.08701	-42.1406	10.4314	2.99301	2.09597	-4.7632	9.04061	-8.62038	-6.73762
753.183	14.6258	1.18395	52.2147	-5.98252	-42.1052	10.4163	2.96871	2.10243	-4.65871	9.07606	-8.67029	-6.60512
763.183	14.8199	1.19967	52.3579	-5.78948	-42.2854	10.204	3.0089	2.24568	-4.46567	8.89586	-8.51849	-6.31452
773.181	15.0141	1.21538	52.2576	-6.07529	-41.9933	10.5639	3.03132	2.14531	-4.75148	9.18789	-8.76782	-6.75038
783.181	15.2083	1.2311	52.2871	-6.07333	-41.9884	10.5734	3.05163	2.17483	-4.74952	9.19282	-8.77298	-6.74872
793.23	15.4034	1.2469	52.3622	-6.09859	-41.9222	10.6579	3.11533	2.24994	-4.77478	9.25904	-8.83489	-6.79535
803.229	15.5976	1.26262	52.3062	-6.22236	-41.7402	10.8601	3.1219	2.19391	-4.89856	9.441	-8.99687	-6.99722
813.228	15.7918	1.27834	52.419	-5.94469	-41.9693	10.5609	3.11156	2.30673	-4.62088	9.21193	-8.81012	-6.58033
823.227	15.9859	1.29405	52.3102	-6.29541	-41.6278	10.9916	3.15271	2.19797	-4.9716	9.55342	-9.0972	-7.11809
833.227	16.1801	1.30977	52.4619	-6.04642	-41.8254	10.7403	3.17781	2.3496	-4.72261	9.35581	-8.93815	-6.74425
843.226	16.3743	1.32549	52.3892	-6.18696	-41.6565	10.9341	3.17423	2.27689	-4.86315	9.52474	-9.08491	-6.96638
853.224	16.5684	1.34121	52.4799	-6.06429	-41.7616	10.8077	3.19936	2.36768	-4.74048	9.41959	-8.9987	-6.78066
863.224	16.7626	1.35693	52.4577	-6.18801	-41.6196	10.9812	3.22524	2.34548	-4.8642	9.56162	-9.12123	-6.97516
873.223	16.9568	1.37264	52.4775	-6.26205	-41.4702	11.1483	3.26866	2.36522	-4.93824	9.71102	-9.25802	-7.10523
883.221	17.1509	1.38836	52.431	-6.28756	-41.4245	11.1897	3.24581	2.3187	-4.96375	9.7567	-9.29936	-7.14905
893.221	17.3451	1.40408	52.5417	-6.15315	-41.5159	11.0745	3.28235	2.42947	-4.82934	9.66534	-9.22895	-6.94892
903.22	17.5393	1.4198	52.5464	-6.27244	-41.3751	11.2505	3.32634	2.43412	-4.94863	9.80611	-9.35048	-7.13874
913.22	17.7335	1.43552	52.5178	-6.35925	-41.2833	11.3627	3.33573	2.4055	-5.03544	9.89788	-9.42809	-7.27533
923.218	17.9276	1.45123	52.5285	-6.35726	-41.2293	11.4112	3.34607	2.41627	-5.03345	9.95195	-9.48182	-7.28393
933.217	18.1218	1.46695	52.5485	-6.34755	-41.1657	11.4667	3.36154	2.43628	-5.02375	10.0156	-9.54617	-7.28408
943.217	18.316	1.48267	52.5879	-6.31423	-41.1897	11.4396	3.37901	2.47569	-4.99042	9.99154	-9.52749	-7.23375
953.216	18.5101	1.49839	52.5731	-6.41772	-41.0538	11.6003	3.4055	2.4608	-5.09391	10.1274	-9.64591	-7.4032
963.214	18.7043	1.5141	52.6886	-6.22997	-41.2352	11.3856	3.42703	2.57639	-4.90616	9.94602	-9.49517	-7.10985
973.264	18.8994	1.5299	52.6296	-6.39531	-41.0538	11.6027	3.43955	2.51736	-5.0715	10.1275	-9.64943	-7.37268
983.262	19.0936	1.54562	52.6497	-6.41417	-40.9597	11.6974	3.46511	2.5374	-5.09036	10.2215	-9.73943	-7.41843
993.262	19.2878	1.56134	52.6337	-6.49712	-40.8429	11.8322	3.48426	2.52147	-5.17331	10.3383	-9.8419	-7.55701
1003.26	19.4819	1.57705	52.5864	-6.73934	-40.6265	12.1183	3.53588	2.47419	-5.41553	10.5547	-10.0167	-7.93713
1013.26	19.6761	1.59277	52.7063	-6.45774	-40.8707	11.8064	3.52335	2.59401	-5.13393	10.3105	-9.82057	-7.4971
1023.26	19.8703	1.60849	52.7451	-6.45054	-40.8151	11.8605	3.5531	2.63283	-5.12673	10.3661	-9.87664	-7.49927
1033.26	20.0644	1.62421	52.7074	-6.59499	-40.6604	12.0502	3.57586	2.59515	-5.27118	10.5208	-10.0065	-7.73132
1043.26	20.2586	1.63992	52.7998	-6.48749	-40.7679	11.93	3.60571	2.68754	-5.16368	10.4134	-9.91752	-7.56018
1053.26	20.4528	1.65564	52.7152	-6.68052	-40.5383	12.196	3.61373	2.60295	-5.35671	10.6429	-10.1133	-7.87634
1063.31	20.6479	1.67144	52.7699	-6.69327	-40.4901	12.2554	3.65921	2.65767	-5.36946	10.6912	-10.1588	-7.90485
1073.31	20.8421	1.68716	52.7847	-6.58627	-40.5491	12.1605	3.63608	2.67243	-5.26246	10.6321	-10.1178	-7.74418
1083.3	21.0362	1.70287	52.7358	-6.77353	-40.3314	12.4218	3.66902	2.62359	-5.44972	10.8498	-10.3021	-8.05204
1093.3	21.2304	1.71859	52.902	-6.51599	-40.6253	12.09	3.69742	2.78979	-5.19218	10.5559	-10.0538	-7.63057
1103.3	21.4246	1.73431	52.8925	-6.60508	-40.4809	12.2522	3.72364	2.78024	-5.28128	10.7003	-10.1821	-7.78539
1113.3	21.6188	1.75003	52.8356	-6.70897	-40.3232	12.4223	3.72173	2.72333	-5.38516	10.858	-10.3208	-7.9647
1123.3	21.8129	1.76575	52.88	-6.60005	-40.3707	12.3437	3.72099	2.76777	-5.27624	10.8105	-10.2917	-7.80329
1133.3	22.0071	1.78147	52.8982	-6.75363	-40.221	12.5448	3.78598	2.78597	-5.42982	10.9603	-10.4143	-8.05017
1143.3	22.2013	1.79718	52.8376	-6.80168	-40.1447	12.619	3.76161	2.7253	-5.47787	11.0365	-10.4815	-8.13462
1153.3	22.3954	1.8129	52.9132	-6.81471	-40.1372	12.6478	3.81945	2.8009	-5.4909	11.044	-10.4868	-8.15446
1163.35	22.5906	1.8287	52.9471	-6.74059	-40.164	12.5999	3.82164	2.83488	-5.41678	11.0172	-10.4726	-8.04534
1173.35	22.7847	1.84442	52.986	-6.73565	-40.1559	12.6136	3.849	2.87372	-5.41184	11.0253	-10.4814	-8.04037
1183.35	22.9789	1.86013	52.9415	-6.87744	-39.971	12.8264	3.86903	2.82924	-5.55363	11.2102	-10.6399	-8.28112
1193.34	23.1731	1.87585	52.9646	-6.82592	-39.9795	12.8019	3.87069	2.85233	-5.50211	11.2017	-10.6403	-8.20737
1203.34	23.3673	1.89157	52.9534	-6.89355	-39.8683	12.9258	3.8895	2.8411	-5.56974	11.3129	-10.7384	-8.32827
