#Changer LED: 1
#Wavelength [nm]	White Std. spectrum	Dark specetrum	Sample spectrum0[s]	Sample spectrum1200.64[s]
380.024	24.359	-1.3936	6.28928	4.48792	
380.235	24.0726	0.212775	6.23495	5.44961	
380.446	25.8356	1.47851	7.00214	4.51747	
380.656	23.6623	-1.06036	4.42613	5.36231	
380.867	23.9448	-1.26076	5.74302	4.65229	
381.078	23.2686	-1.52359	5.18022	5.02979	
381.288	24.8582	-0.582091	1.73037	5.49647	
381.499	25.6991	-0.085982	5.8627	6.86455	
381.709	24.5232	1.36082	6.04342	7.63199	
381.92	24.2125	-0.703188	4.43198	4.3471	
382.13	24.7094	-1.06368	4.97327	4.9011	
382.34	24.3	-0.881052	5.65326	3.948	
382.551	24.6559	-1.37396	5.96071	5.64702	
382.761	23.3842	-1.77791	6.12225	7.01183	
382.972	24.0508	-0.630439	5.98823	4.87289	
383.182	24.168	0.944647	4.90718	6.20661	
383.392	23.3131	1.14517	3.25489	3.26234	
383.603	24.0415	-1.31873	5.29706	3.60638	
383.813	23.2213	-1.20583	4.40553	4.40553	
384.023	23.1875	-0.574898	4.74519	4.01516	
384.233	22.1743	-0.610637	4.40874	5.67011	
384.443	24.4986	-2.05062	4.69888	4.55492	
384.654	22.8696	0.135698	4.55643	4.52628	
384.864	23.3144	-2.23452	4.68561	4.6557	
385.074	22.0316	-0.656185	4.33022	4.7497	
385.284	23.0552	-0.204895	4.4881	3.65664	
385.494	22.4729	-0.169103	5.365	4.76217	
385.704	23.8658	-2.18176	4.91802	5.30035	
385.914	22.5033	0.400731	5.04031	6.01691	
386.124	22.6759	-1.63558	4.53518	3.83532	
386.334	23.2634	-0.702258	6.78849	4.03635	
386.544	21.6136	1.91177	6.55784	4.47613	
386.754	22.9226	0.679647	3.45884	4.51803	
386.964	22.4129	-1.55916	6.34647	5.96259	
387.173	22.786	-2.71913	4.14521	4.69786	
387.383	22.5216	1.52078	5.45253	4.50842	
387.593	23.2688	0.406519	2.91044	3.41063	
387.803	23.0175	-2.12767	6.04891	5.9563	
388.013	22.2591	0.456058	3.81802	5.12071	
388.222	23.4861	-1.55462	5.16683	4.98882	
388.432	22.7069	-1.40818	6.45415	5.57404	
388.642	23.542	0.42102	2.57056	5.80598	
388.851	21.7427	1.48646	3.76217	5.49197	
389.061	22.3699	-0.218798	5.36258	4.22483	
389.271	23.2349	2.15072	5.16174	5.11414	
389.48	22.538	-2.37196	6.6905	5.17338	
389.69	23.2237	0.0612762	6.48594	4.73519	
389.899	22.8647	-0.984646	4.06755	4.42423	
390.109	22.8668	-0.295841	4.67894	5.13952	
390.318	23.1861	-1.14488	6.17188	7.23344	
390.528	23.7159	-1.34997	4.21597	4.73854	
390.737	22.9443	-0.0261027	5.94678	7.31224	
390.947	22.5187	-1.10394	5.5933	4.6768	
391.156	22.9696	-1.36818	4.03671	5.40606	
391.365	22.9029	0.0347937	3.77048	3.45385	
391.575	24.1271	-0.295292	4.07387	6.13455	
391.784	22.9584	-0.701747	4.98211	6.25277	
391.993	24.1792	1.51716	4.99248	5.49877	
392.202	23.6081	-0.260767	4.93719	4.78305	
392.412	23.6562	0.353463	4.13581	4.08753	
392.621	22.8156	-2.38798	5.87305	4.16339	
392.83	23.5019	-0.0779355	5.95889	5.72913	
393.039	23.0136	-0.363783	4.43988	6.40489	
393.248	23.9109	0.75235	5.26357	5.89773	
393.457	23.9854	0.269596	6.37407	4.73678	
393.666	22.6484	-0.748565	6.15796	4.04979	
393.876	24.5296	-1.56019	4.24833	4.27722	
394.085	23.8252	-0.72038	5.87666	6.44418	
394.294	24.2637	1.38001	5.58991	5.78207	
394.503	24.955	0.712248	5.19853	3.97569	
394.711	25.482	0.945724	6.6189	5.87925	
394.92	26.2543	-0.8412	5.06727	5.35121	
395.129	25.3377	0.123814	5.76503	7.40881	
395.338	23.9991	1.62168	6.78401	6.18999	
395.547	25.6211	-1.06086	6.38894	6.32951	
395.756	25.7831	-1.27094	5.09855	6.11767	
395.965	26.4282	-0.09713	8.01234	5.00838	
396.173	25.8691	-2.01451	7.02504	5.3661	
396.382	26.5047	-1.29743	6.92435	6.95377	
396.591	26.8665	-0.124095	6.75784	7.28613	
396.8	27.5299	-0.796541	6.253	7.11815	
397.008	26.6898	2.49771	6.40245	8.53978	
397.217	27.4943	3.36209	6.27531	6.96081	
397.426	26.8685	1.23144	6.58849	6.20478	
397.634	27.5844	-0.652305	7.03536	5.72479	
397.843	27.3407	-1.94331	5.18097	7.58519	
398.051	28.6664	-1.95819	6.06949	7.96986	
398.26	28.4866	-0.93694	7.72315	9.09613	
