# Date: Wed Nov 8 14:44:42 2023
# Object: BWS0001-BW1-G03
# Illuminant: D65
# Sample integration time [ms]: 50
# White standard integration time [ms]: 50
# Sample: 05
# Curr: 700 (Watts: 0.0194186, MLuxes: 5.65894)
# LED: 1
#Time	Watts	Lux	L	a	b	dE76	dE2000	dL	da	db	dC	dh
310.271	6.02503	0.487724	54.293	-6.14731	-43.9117	8.025	2.37448	1.81784	-3.32077	7.07591	-6.72599	-4.7962
320.271	6.21922	0.503443	54.3376	-6.21901	-43.8129	8.15198	2.42937	1.86242	-3.39247	7.17477	-6.81388	-4.90589
330.319	6.41433	0.519238	54.3785	-6.20587	-43.6902	8.26409	2.464	1.90331	-3.37933	7.29745	-6.93719	-4.91137
340.319	6.60852	0.534957	54.4203	-6.15522	-43.7113	8.23456	2.48167	1.9451	-3.32868	7.27629	-6.92333	-4.84243
350.318	6.80269	0.550675	54.441	-6.13158	-43.6769	8.26044	2.49437	1.96586	-3.30505	7.31074	-6.96074	-4.81826
360.317	6.99685	0.566392	54.418	-6.38242	-43.3188	8.67352	2.55872	1.94283	-3.55588	7.66885	-7.27948	-5.20844
370.316	7.19102	0.58211	54.3679	-6.60986	-43.0368	9.00617	2.60021	1.8927	-3.78332	7.95081	-7.52446	-5.55862
380.315	7.38519	0.597828	54.5762	-6.33042	-43.2532	8.74712	2.6654	2.10102	-3.50389	7.73438	-7.35187	-5.15355
390.364	7.58032	0.613624	54.6095	-6.28428	-43.231	8.75655	2.682	2.13432	-3.45774	7.75666	-7.38058	-5.0979
400.364	7.77451	0.629343	54.5627	-6.54168	-42.9481	9.09915	2.72502	2.08755	-3.71514	8.03955	-7.62249	-5.48751
410.363	7.96868	0.645061	54.5945	-6.45169	-42.9527	9.06604	2.72733	2.11936	-3.62515	8.0349	-7.63135	-5.36923
420.362	8.16284	0.660779	54.5699	-6.63377	-42.7053	9.35304	2.77006	2.09478	-3.80723	8.28229	-7.8484	-5.65667
430.361	8.35701	0.676496	54.7021	-6.37876	-42.9174	9.09433	2.79327	2.22697	-3.55223	8.07026	-7.6771	-5.28094
440.36	8.55118	0.692214	54.7244	-6.49563	-42.7813	9.26636	2.84387	2.2492	-3.66909	8.20636	-7.79433	-5.46049
450.359	8.74534	0.707932	54.677	-6.63097	-42.5248	9.5363	2.85923	2.20182	-3.80443	8.46283	-8.02723	-5.68987
460.358	8.93951	0.72365	54.7927	-6.52591	-42.603	9.45297	2.91416	2.31756	-3.69938	8.38463	-7.966	-5.53587
470.357	9.13368	0.739367	54.8145	-6.5481	-42.523	9.53798	2.94108	2.33937	-3.72156	8.46466	-8.04173	-5.5812
480.357	9.32786	0.755087	54.8212	-6.66721	-42.3104	9.77492	2.98785	2.34602	-3.84067	8.67724	-8.23344	-5.78196
490.355	9.52201	0.770803	54.7841	-6.70875	-42.2153	9.86696	2.97803	2.30891	-3.88221	8.77236	-8.3209	-5.85681
500.355	9.7162	0.786522	54.8337	-6.75548	-42.1479	9.95687	3.02914	2.35854	-3.92894	8.83969	-8.38002	-5.93294
510.354	9.91036	0.80224	54.9137	-6.73546	-42.0423	10.062	3.09146	2.43851	-3.90892	8.94531	-8.48748	-5.92883
520.353	10.1045	0.817957	54.8888	-6.81337	-41.9078	10.2061	3.1015	2.41366	-3.98683	9.07981	-8.60785	-6.06136
530.352	10.2987	0.833675	54.918	-6.83809	-41.8618	10.2636	3.13163	2.44289	-4.01155	9.12585	-8.64931	-6.1043
540.351	10.4929	0.849393	54.9697	-6.81437	-41.8383	10.2876	3.16581	2.49452	-3.98783	9.14932	-8.67629	-6.07777
550.4	10.688	0.865189	55.0674	-6.61953	-41.9853	10.1068	3.18696	2.5922	-3.79299	9.00231	-8.56197	-5.78668
560.349	10.8812	0.880828	55.0116	-6.84795	-41.7074	10.4273	3.21454	2.53648	-4.02141	9.28026	-8.8001	-6.15124
570.349	11.0754	0.896547	55.0193	-6.8641	-41.6191	10.514	3.23127	2.54411	-4.03756	9.36852	-8.88456	-6.19231
580.398	11.2705	0.912344	55.1114	-6.87679	-41.5627	10.5917	3.30556	2.6362	-4.05025	9.42497	-8.9382	-6.22183
590.397	11.4647	0.928061	55.0622	-6.88867	-41.5383	10.6058	3.27452	2.58704	-4.06213	9.44929	-8.96024	-6.24318
600.396	11.6589	0.943779	55.0553	-7.10406	-41.2356	10.9571	3.34271	2.58018	-4.27752	9.75207	-9.22289	-6.60197
610.395	11.853	0.959497	55.1384	-6.99694	-41.3097	10.8696	3.37235	2.66325	-4.1704	9.67791	-9.16783	-6.4404
620.394	12.0472	0.975215	55.1648	-7.04712	-41.2318	10.9647	3.40886	2.68967	-4.22058	9.75586	-9.23625	-6.526
630.443	12.2423	0.991011	55.1117	-7.08436	-41.0756	11.1053	3.39338	2.63658	-4.25782	9.91198	-9.38382	-6.61261
640.442	12.4365	1.00673	55.2044	-6.98611	-41.1265	11.045	3.43506	2.72929	-4.15957	9.86114	-9.35028	-6.46775
650.441	12.6307	1.02245	55.2218	-6.99669	-41.105	11.0725	3.4517	2.74661	-4.17015	9.88258	-9.36964	-6.48702
660.44	12.8248	1.03816	55.2694	-6.93986	-41.11	11.0587	3.47509	2.79422	-4.11332	9.87764	-9.37428	-6.40889
670.439	13.019	1.05388	55.2895	-7.06285	-40.9238	11.2759	3.53103	2.81434	-4.23632	10.0638	-9.53707	-6.61896
680.439	13.2132	1.0696	55.3177	-7.03335	-40.8975	11.2955	3.54841	2.84256	-4.20682	10.0901	-9.568	-6.585
690.438	13.4073	1.08532	55.3312	-7.09636	-40.8231	11.3889	3.57751	2.85604	-4.26983	10.1645	-9.63061	-6.68832
700.437	13.6015	1.10104	55.4738	-7.01603	-40.8898	11.3362	3.66059	2.99869	-4.18949	10.0978	-9.57851	-6.56322
710.436	13.7957	1.11675	55.4156	-7.09501	-40.7076	11.5128	3.6499	2.9404	-4.26847	10.28	-9.74459	-6.71388
720.435	13.9898	1.13247	55.39	-7.19487	-40.5756	11.6614	3.66361	2.91485	-4.36833	10.412	-9.85736	-6.88219
730.434	14.184	1.14819	55.4972	-7.11592	-40.6289	11.6118	3.72131	3.02207	-4.28939	10.3587	-9.81855	-6.76128
740.483	14.3791	1.16399	55.4338	-7.19491	-40.4617	11.7742	3.70662	2.95862	-4.36838	10.5259	-9.96949	-6.90998
750.482	14.5733	1.1797	55.4775	-7.20249	-40.4398	11.8076	3.74194	3.00234	-4.37595	10.5478	-9.98971	-6.92572
760.481	14.7675	1.19542	55.5326	-7.21622	-40.4265	11.8387	3.78596	3.05742	-4.38968	10.5611	-10.0004	-6.94784
770.481	14.9617	1.21114	55.536	-7.19633	-40.3832	11.8709	3.78908	3.06088	-4.36979	10.6044	-10.0465	-6.93112
780.48	15.1558	1.22686	55.5596	-7.26908	-40.2439	12.0282	3.83404	3.08443	-4.44254	10.7437	-10.1708	-7.0657
790.479	15.35	1.24258	55.5885	-7.246	-40.2142	12.0537	3.85374	3.11332	-4.41946	10.7735	-10.2042	-7.04127
800.478	15.5442	1.25829	55.5685	-7.25731	-40.1483	12.1117	3.84811	3.09333	-4.43078	10.8394	-10.267	-7.07332
810.478	15.7384	1.27401	55.6037	-7.35456	-40.0439	12.2497	3.90289	3.1285	-4.52802	10.9438	-10.3523	-7.23412
820.526	15.9335	1.28981	55.5789	-7.38567	-39.9774	12.3144	3.89802	3.10374	-4.55913	11.0102	-10.412	-7.29417
830.475	16.1267	1.30545	55.6802	-7.3236	-39.9716	12.3227	3.96002	3.20502	-4.49706	11.016	-10.4289	-7.20959
840.524	16.3218	1.32124	55.6125	-7.44035	-39.8214	12.4826	3.94932	3.13735	-4.61381	11.1663	-10.5554	-7.41031
850.473	16.515	1.33688	55.6135	-7.5089	-39.7287	12.5911	3.97364	3.13834	-4.68237	11.2589	-10.6338	-7.52992
860.522	16.7101	1.35268	55.7021	-7.4889	-39.7521	12.5852	4.03062	3.22697	-4.66236	11.2355	-10.6145	-7.49592
870.472	16.9034	1.36832	55.7623	-7.36511	-39.7945	12.5176	4.04613	3.28714	-4.53857	11.1931	-10.5956	-7.31258
880.471	17.0975	1.38404	55.7194	-7.62606	-39.5138	12.8533	4.09604	3.24427	-4.79952	11.4738	-10.8229	-7.75063
890.52	17.2927	1.39983	55.7359	-7.52035	-39.5808	12.7585	4.07925	3.26076	-4.69381	11.4068	-10.777	-7.58497
900.47	17.4859	1.41547	55.7814	-7.43354	-39.5816	12.7378	4.0954	3.30628	-4.607	11.406	-10.7923	-7.46342
910.519	17.681	1.43127	55.8006	-7.47029	-39.5375	12.7957	4.12092	3.32544	-4.64375	11.4501	-10.8289	-7.52647
920.517	17.8752	1.44699	55.8381	-7.47638	-39.4823	12.857	4.15518	3.36291	-4.64984	11.5053	-10.882	-7.54959
930.516	18.0693	1.4627	55.8081	-7.5026	-39.3945	12.9374	4.14799	3.33294	-4.67607	11.5932	-10.9634	-7.60976
940.516	18.2635	1.47842	55.7598	-7.72578	-39.1332	13.2408	4.18689	3.28467	-4.89924	11.8544	-11.1774	-7.99488
950.515	18.4577	1.49414	55.86	-7.6669	-39.1803	13.2023	4.24075	3.38483	-4.84036	11.8074	-11.1426	-7.8989
960.514	18.6518	1.50986	55.8984	-7.64376	-39.1627	13.2195	4.26565	3.42325	-4.81722	11.825	-11.1643	-7.87115
970.514	18.846	1.52558	55.9418	-7.51179	-39.2361	13.1175	4.26397	3.4666	-4.68526	11.7515	-11.1172	-7.6652
980.512	19.0402	1.54129	55.9545	-7.50421	-39.2292	13.1243	4.27266	3.47938	-4.67767	11.7584	-11.1254	-7.65636
990.512	19.2344	1.55701	56.0315	-7.4402	-39.2264	13.1248	4.31811	3.55635	-4.61366	11.7612	-11.1402	-7.56691
1000.51	19.4285	1.57273	56.0037	-7.54195	-39.1422	13.2288	4.32495	3.52857	-4.71541	11.8454	-11.2038	-7.73315
1010.56	19.6236	1.58853	55.946	-7.70363	-38.8797	13.5069	4.34313	3.47082	-4.87709	12.108	-11.4304	-8.03446
1020.56	19.8178	1.60425	55.9675	-7.71714	-38.8405	13.5524	4.36564	3.49237	-4.8906	12.1471	-11.4662	-8.06464
1030.56	20.012	1.61996	55.9925	-7.78175	-38.7399	13.6723	4.40767	3.51732	-4.95521	12.2477	-11.5522	-8.18496
1040.56	20.2062	1.63568	56.0249	-7.67775	-38.8185	13.5729	4.40178	3.54976	-4.85121	12.1691	-11.4954	-8.01491
1050.56	20.4003	1.6514	56.1003	-7.57851	-38.8689	13.5125	4.43257	3.62512	-4.75197	12.1188	-11.4651	-7.85991
1060.56	20.5945	1.66712	56.0643	-7.80833	-38.6483	13.7825	4.47474	3.58916	-4.98179	12.3393	-11.6367	-8.24903
1070.55	20.7887	1.68283	56.0965	-7.70517	-38.6979	13.7096	4.47236	3.62135	-4.87864	12.2898	-11.6084	-8.08796
1080.55	20.9828	1.69855	56.0849	-7.87692	-38.4756	13.9673	4.523	3.60972	-5.05038	12.512	-11.7923	-8.39702
1090.55	21.177	1.71427	56.0692	-7.80456	-38.4805	13.9329	4.49698	3.59407	-4.97802	12.5072	-11.802	-8.29215
1100.55	21.3712	1.72999	56.103	-7.8735	-38.3898	14.0478	4.54528	3.62789	-5.04696	12.5979	-11.8771	-8.41729
1110.55	21.5653	1.7457	56.1559	-7.80017	-38.3721	14.0512	4.57093	3.68077	-4.97364	12.6155	-11.909	-8.31737
1120.55	21.7595	1.76142	56.1535	-7.85269	-38.3201	14.1159	4.5854	3.67835	-5.02615	12.6676	-11.9495	-8.40795
1130.55	21.9537	1.77714	56.1761	-7.96637	-38.2154	14.2563	4.63639	3.70092	-5.13983	12.7722	-12.029	-8.60222
1140.6	22.1488	1.79294	56.2219	-7.90377	-38.2922	14.1771	4.6476	3.74679	-5.07724	12.6954	-11.9665	-8.48946
1150.6	22.343	1.80866	56.2026	-7.95868	-38.1321	14.3352	4.6636	3.72747	-5.13214	12.8555	-12.1121	-8.61616
1160.6	22.5372	1.82437	56.2303	-7.9149	-38.1384	14.3211	4.67397	3.75519	-5.08836	12.8492	-12.1148	-8.55122
1170.6	22.7313	1.84009	56.2406	-7.90284	-38.1038	14.3506	4.68314	3.76548	-5.07631	12.8838	-12.1512	-8.5442
1180.64	22.9265	1.85589	56.2872	-7.84215	-38.1772	14.2756	4.69629	3.81204	-5.01561	12.8104	-12.0916	-8.43491
1190.64	23.1206	1.8716	56.2924	-7.85926	-38.1186	14.3356	4.71022	3.81724	-5.03272	12.869	-12.1455	-8.47695
1200.64	23.3148	1.88732	56.3491	-7.83626	-38.1687	14.2979	4.74095	3.87395	-5.00973	12.819	-12.1011	-8.42897
