#Changer LED: 1
#Wavelength [nm]	White Std. spectrum	Dark specetrum	Sample spectrum0[s]	Sample spectrum1203.34[s]
380.024	24.359	-77.9063	3.05431	4.01822	
380.235	24.0726	-39.6535	4.29418	6.61536	
380.446	25.8356	25.442	5.93006	5.77004	
380.656	23.6623	-60.6603	3.38933	6.68887	
380.867	23.9448	-76.9928	4.327	5.07254	
381.078	23.2686	-67.501	2.98804	4.58235	
381.288	24.8582	-34.3529	5.6008	5.08487	
381.499	25.6991	-33.4375	5.34999	4.18764	
381.709	24.5232	7.13715	3.6796	3.75573	
381.92	24.2125	-31.3584	4.08039	3.7231	
382.13	24.7094	-80.0115	6.10598	6.7649	
382.34	24.3	-83.8421	2.68674	3.45474	
382.551	24.6559	-60.6988	3.60115	3.72788	
382.761	23.3842	-31.8152	4.39924	4.77603	
382.972	24.0508	-55.0458	4.60377	4.41182	
383.182	24.168	2.80588	2.07386	3.59402	
383.392	23.3131	-13.9655	2.94952	3.70179	
383.603	24.0415	-30.4323	2.07985	3.90025	
383.813	23.2213	-82.6721	4.99626	3.8696	
384.023	23.1875	-95.36	5.42533	5.29697	
384.233	22.1743	-122.127	3.46453	3.08721	
384.443	24.4986	-60.7927	5.03642	3.70684	
384.654	22.8696	-26.6872	5.77771	4.25186	
384.864	23.3144	-67.7535	4.89381	5.56028	
385.074	22.0316	-21.5732	3.7831	3.8628	
385.284	23.0552	-28.5072	3.86273	3.62517	
385.494	22.4729	-88.5564	4.61621	4.42278	
385.704	23.8658	-64.1171	3.77163	3.42671	
385.914	22.5033	-10.6862	5.40483	4.55409	
386.124	22.6759	-104.446	3.44183	4.5251	
386.334	23.2634	-34.6684	4.57386	4.0405	
386.544	21.6136	49.5644	3.68783	6.28405	
386.754	22.9226	35.3063	3.43177	3.43884	
386.964	22.4129	-65.5554	5.00702	4.65266	
387.173	22.786	-154.496	4.02102	4.53425	
387.383	22.5216	90.1039	3.96457	5.49414	
387.593	23.2688	-57.001	3.00235	2.69952	
387.803	23.0175	-57.1481	3.60121	3.95524	
388.013	22.2591	-11.84	4.7126	3.78294	
388.222	23.4861	-48.3073	3.37273	5.60364	
388.432	22.7069	-111.774	4.0978	3.28692	
388.642	23.542	22.3667	2.74014	5.64634	
388.851	21.7427	29.0255	4.37435	3.82902	
389.061	22.3699	-5.25114	3.60578	3.73648	
389.271	23.2349	80.6521	5.32275	4.57881	
389.48	22.538	-136.103	4.16916	7.22091	
389.69	23.2237	-45.0818	4.5963	4.18896	
389.899	22.8647	-5.66389	4.26738	5.95667	
390.109	22.8668	-34.8049	4.89473	4.85586	
390.318	23.1861	-23.5968	3.36764	3.00408	
390.528	23.7159	-7.40306	4.07836	4.16545	
390.737	22.9443	-36.5438	4.90731	2.9293	
390.947	22.5187	-70.29	3.39059	3.68038	
391.156	22.9696	-71.4786	3.18423	3.61457	
