#Changer LED: 1
#Wavelength [nm]	White Std. spectrum	Dark specetrum	Sample spectrum0[s]	Sample spectrum97.991[s]	Sample spectrum198.032[s]	Sample spectrum298.074[s]	Sample spectrum398.065[s]	Sample spectrum498.106[s]	Sample spectrum598.197[s]	Sample spectrum608.197[s]
380.024	26.1978	-0.0580668	5.5057	0	0	9.63909	7.70353	2.38074	4.80019	3.91273	
380.235	26.4131	0.715697	4.38316	4.27484	0	8.14347	5.72558	0	6.20915	4.02434	
380.446	25.6244	2.95703	5.04231	9.62954	2.90902	1.94895	6.26928	6.74932	0	5.37689	
380.656	26.7001	-0.257926	5.78088	8.47333	3.69693	2.74165	0	3.69693	7.51805	5.44032	
380.867	27.3036	-0.635191	2.42383	10.5769	0.952786	3.84002	2.3964	2.87761	1.9152	3.36025	
381.078	25.9782	0.491793	2.05107	2.0636	9.778	10.2602	3.0279	5.43865	5.9208	3.33166	
381.288	26.4708	0.639346	5.07946	7.51947	4.17961	0	0	8.95085	4.65673	5.71213	
381.499	26.1576	0.783392	4.94397	3.82142	10.5089	0.477678	2.86607	6.20981	6.20981	5.20669	
381.709	26.5121	1.61775	3.05708	14.3219	5.28149	6.70892	2.42663	6.23311	9.08797	4.75334	
381.92	25.5048	0.760203	3.40001	4.90331	5.37844	10.6048	0	2.52768	10.6048	4.6591	
382.13	25.5943	0.480069	4.59125	10.5145	0.630679	3.45462	0	8.63183	5.33724	4.30886	
382.34	25.8063	-0.0094737	4.01495	2.40631	2.88	5.7221	1.93263	9.51157	5.24842	3.76484	
382.551	25.9358	-0.668157	2.81849	4.95001	3.06788	5.42054	0.71521	6.36161	6.36161	4.98389	
382.761	26.4534	0.795381	7.02228	3.8459	9.46035	3.8459	4.31377	7.121	11.3318	4.94025	
382.972	25.1611	-1.71254	3.35074	8.05457	4.76123	6.17266	3.82027	1.93837	5.2317	4.18536	
383.182	26.8336	0.346059	4.72136	6.519	6.05135	11.6631	6.05135	9.32488	5.58371	5.23578	
383.392	24.9238	1.38724	4.74269	8.31413	5.98655	4.12448	1.33138	1.33138	11.5728	4.34374	
383.603	24.6225	1.08818	4.03458	5.8098	0.276657	14.1095	1.65994	6.73199	10.8818	4.70778	
383.813	24.756	0.529832	4.34462	4.85984	2.57608	0	3.48959	10.7976	10.3409	5.1275	
384.023	26.4179	-0.0821282	4.4112	3.65927	0.921661	6.85315	5.94061	1.37793	4.57181	5.39263	
384.233	24.5895	-1.43089	4.13547	11.1646	0.22785	9.34183	6.60764	9.34183	7.06333	4.56838	
384.443	23.6547	-0.208691	3.72696	0.734957	0	11.6232	0	0.28128	4.36437	3.83176	
384.654	24.9322	0.23521	3.51322	1.81835	0.00904648	0	4.07998	0.00904648	2.723	3.51322	
384.864	24.5349	-0.341011	4.27386	0	5.69848	8.39067	8.83937	5.69848	1.21149	4.16393	
385.074	25.5373	-0.350565	3.32138	1.94159	1.04271	4.1888	1.04271	9.5821	11.3799	3.95779	
385.284	25.2467	0.997752	4.94422	0	5.79052	6.68137	2.22712	6.68137	13.3627	5.6569	
385.494	24.4754	1.33502	3.31886	3.45325	5.67829	0	0	9.23835	8.34833	3.94187	
385.704	24.5337	-0.890516	4.6663	7.83654	6.05551	5.61025	0	0.712413	9.17231	4.17652	
385.914	23.6699	0.302775	3.09008	1.91461	8.59346	1.91461	3.69563	6.81243	5.47666	3.83144	
386.124	24.3648	-1.36002	3.2756	8.40012	0	10.6224	3.06671	2.62226	5.73342	5.78231	
386.334	24.7479	0.835598	4.86514	5.30694	8.86267	2.64013	6.19587	11.5295	0.417799	4.33444	
386.544	23.4192	1.49578	4.34131	0.752316	0	0.309777	10.4882	10.4882	6.50532	3.68414	
386.754	24.8115	0.706126	3.6873	10.2124	4.47508	5.79906	4.47508	7.12305	2.70976	4.39961	
386.964	24.3441	-1.12507	5.2338	1.43513	4.09278	11.6228	0.549248	3.2069	8.5222	4.8573	
387.173	24.3398	-2.64851	3.14643	4.36121	0.829866	4.80263	1.27128	1.7127	8.33397	3.84475	
387.383	23.1457	2.95365	3.66129	5.46777	0.632925	12.0607	2.39105	6.34683	5.46777	4.08588	
387.593	25.9111	0.874899	3.83718	2.04143	6.01824	13.9719	1.59956	10.4369	7.34385	3.85618	
387.803	23.2813	-1.05504	4.30018	0	13.2056	4.8532	8.8096	0	11.4472	3.59594	
388.013	22.8029	-0.359584	3.35027	6.66546	0	3.59584	0.964737	0	5.78842	3.30203	
388.222	24.2942	-0.44794	4.87069	7.36905	4.73411	6.05158	2.09917	0	9.12568	3.95066	
388.432	22.9973	-1.78663	3.78888	2.3763	3.25641	7.65697	5.89675	1.05613	2.3763	4.34775	
388.642	25.1735	1.16657	4.39351	4.36808	3.49095	2.61383	0	0.859582	6.99945	4.3058	
388.851	23.0181	0.826786	3.51824	2.90255	2.02299	0	2.46277	2.46277	2.46277	4.31424	
389.061	24.2515	0.498858	4.3602	6.49391	0	9.11948	11.745	6.49391	6.93151	6.54467	
389.271	23.9136	3.32304	3.96121	2.76773	8.0564	4.0899	4.0899	8.49712	14.2265	6.34728	
