[HEADER]
Format	J&M ASCII Table
Comment	COA_01_P.00039_HAL03-noFilter_UVIR600um2-UV400um0.5_24mm
Date	25/09/2024 11:52:58
Order	Y (evenX)
TechType	UV
NumPoints	841
FirstX	304
LastX	1144
XType	nm
YType	Transmission
ZType	s
NumSubFile	61
Matrix	Z vs X
[LOGIN]
Name=JM
[INSTRUMENT]
Name=TIDAS S
Detector=MMS - ASPEN 97,5 kHz
Diodearray=256 Pixel
Serial#=39059
Calibrated=2016-03-14
Range=303.56-1144.49 [nm] (F0)

SWVersion=v3.22.6 (build 0)
[CONFIG]
ChannelName=Result
ChannelType=Normalized
[PARAMETER]
It=91.00
Aver=20
Norm=1
Range=304.0-1144.0 nm
Scan=Single
[TRIGGER]
Sweep=0
Scan=0
[DIO]
DigOut=0x0000
DigIn=0x0000
[DATA]
	00:00:00.000	00:00:23.207	00:00:46.417	00:01:09.608	00:01:32.798	00:01:55.993	00:02:19.191	00:02:42.381	00:03:05.571	00:03:28.765	00:03:51.951	00:04:15.148	00:04:38.334	00:05:01.528	00:05:24.711	00:05:47.897	00:06:11.086	00:06:34.278	00:06:57.466	00:07:20.658	00:07:43.845	00:08:07.038	00:08:30.230	00:08:53.418	00:09:16.613	00:09:39.800	00:10:02.989	00:10:26.180	00:10:49.375	00:11:12.569	00:11:35.762	00:11:58.958	00:12:22.149	00:12:45.341	00:13:08.536	00:13:31.727	00:13:54.919	00:14:18.110	00:14:41.308	00:15:04.501	00:15:27.692	00:15:50.883	00:16:14.079	00:16:37.274	00:17:00.470	00:17:23.667	00:17:46.860	00:18:10.053	00:18:33.244	00:18:56.439	00:19:19.629	00:19:42.820	00:20:06.009	00:20:29.211	00:20:52.392	00:21:15.577	00:21:38.765	00:22:01.956	00:22:25.139	00:22:48.327	00:23:11.521
408	100.011276	100.041985	100.069603	100.080475	100.067696	100.068535	100.101646	100.119247	100.135567	100.143013	100.139534	100.128433	100.135735	100.164413	100.170288	100.193047	100.163399	100.213394	100.15316	100.188675	100.204872	100.22274	100.18325	100.210297	100.186325	100.232994	100.23613	100.218758	100.228455	100.232483	100.246826	100.23439	100.26796	100.257584	100.266777	100.261986	100.236305	100.281799	100.294289	100.268463	100.263321	100.287415	100.277649	100.299179	100.295532	100.296829	100.304878	100.304726	100.278282	100.3032	100.31575	100.315155	100.31974	100.328239	100.349983	100.332405	100.317047	100.346413	100.363495	100.341309	100.328529
409	100.024292	100.043358	100.07428	100.088142	100.073662	100.080368	100.10408	100.127876	100.148666	100.149811	100.151237	100.128304	100.150009	100.174843	100.178055	100.213829	100.166786	100.223053	100.17244	100.178909	100.206116	100.224838	100.193878	100.213036	100.182007	100.241074	100.236931	100.222244	100.248589	100.237038	100.227562	100.237656	100.279549	100.247826	100.270149	100.282738	100.238274	100.287941	100.30748	100.261688	100.271584	100.296211	100.284004	100.302635	100.302734	100.305725	100.304497	100.303162	100.281631	100.312958	100.318359	100.320732	100.320946	100.337914	100.365616	100.341843	100.32135	100.351562	100.371338	100.347328	100.332848
410	100.036446	100.043915	100.073715	100.089958	100.077179	100.094437	100.100861	100.129066	100.157524	100.153542	100.154091	100.131439	100.157532	100.176704	100.18705	100.218224	100.171623	100.223267	100.188377	100.178543	100.2118	100.220345	100.196922	100.212624	100.185982	100.240303	100.232056	100.227234	100.261566	100.236572	100.22509	100.243721	100.279411	100.244011	100.267982	100.290062	100.238419	100.293503	100.30365	100.264755	100.27462	100.298569	100.292435	100.306274	100.302299	100.308418	100.305748	100.306007	100.284195	100.315872	100.316406	100.321709	100.319336	100.3414	100.370155	100.346458	100.323044	100.353386	100.36248	100.352036	100.344025
411	100.047752	100.043678	100.068192	100.086197	100.078346	100.110603	100.092293	100.123238	100.162376	100.15435	100.148499	100.137672	100.158653	100.170448	100.197205	100.207092	100.177834	100.214531	100.201118	100.187042	100.221703	100.209641	100.192764	100.209221	100.197792	100.231186	100.221786	100.233665	100.267746	100.231361	100.238525	100.252464	100.268211	100.245834	100.260567	100.284645	100.236832	100.298515	100.283722	100.277122	100.272682	100.29483	100.302795	100.310066	100.29464	100.305199	100.308502	100.312996	100.285995	100.312256	100.310112	100.318321	100.31501	100.339088	100.364182	100.346519	100.322235	100.352013	100.337807	100.355515	100.361725
412	100.057922	100.043472	100.063217	100.08284	100.079407	100.125145	100.084595	100.117996	100.166725	100.155083	100.143494	100.143288	100.159683	100.164833	100.206352	100.197098	100.183418	100.206673	100.21257	100.194679	100.230598	100.20002	100.189034	100.206161	100.208412	100.222992	100.212547	100.239441	100.273308	100.226685	100.25061	100.260307	100.258133	100.247467	100.253891	100.279785	100.235405	100.303017	100.265816	100.288261	100.270935	100.291466	100.312111	100.313484	100.287773	100.302315	100.310989	100.31929	100.287605	100.309013	100.304459	100.315285	100.311111	100.33699	100.35881	100.346581	100.32151	100.350777	100.315643	100.358643	100.377632
413	100.064972	100.04425	100.06031	100.081207	100.079788	100.134346	100.082901	100.115906	100.168976	100.153717	100.140312	100.147972	100.160774	100.160934	100.212013	100.188866	100.186905	100.198868	100.219116	100.201141	100.237671	100.194611	100.187668	100.205887	100.217201	100.217201	100.2062	100.243393	100.277031	100.223419	100.258026	100.266396	100.251617	100.248169	100.251305	100.276794	100.237122	100.304832	100.2537	100.295425	100.270714	100.288597	100.318192	100.315514	100.284019	100.300156	100.3134	100.323463	100.289177	100.306389	100.302231	100.314476	100.309822	100.336884	100.353577	100.347099	100.322281	100.349579	100.300644	100.360855	100.389076
414	100.059738	100.050079	100.0662	100.087372	100.07695	100.121391	100.109825	100.12841	100.161911	100.141563	100.144722	100.150177	100.162758	100.163803	100.203148	100.18573	100.181618	100.187958	100.204422	100.20462	100.238777	100.207497	100.197304	100.219093	100.220741	100.220741	100.211227	100.24012	100.273346	100.225723	100.245819	100.266441	100.259697	100.244644	100.267563	100.281738	100.255035	100.294243	100.264847	100.286232	100.277794	100.287033	100.310989	100.311615	100.294022	100.300705	100.316414	100.31916	100.291191	100.305702	100.315811	100.324234	100.320747	100.34639	100.346771	100.350166	100.330734	100.347969	100.314308	100.359573	100.383583
415	100.055023	100.055336	100.07151	100.092911	100.074402	100.109718	100.134064	100.139656	100.155548	100.130615	100.148689	100.152145	100.164536	100.166389	100.195145	100.182915	100.176857	100.178131	100.191185	100.207748	100.239777	100.219093	100.205971	100.23098	100.223923	100.223923	100.215744	100.237183	100.270035	100.227806	100.23484	100.266479	100.266968	100.24147	100.282204	100.286186	100.271164	100.284706	100.274887	100.277962	100.284157	100.285614	100.304504	100.308105	100.303032	100.301193	100.319138	100.315269	100.293015	100.305084	100.328041	100.333023	100.330566	100.354919	100.340637	100.352921	100.338326	100.346527	100.326607	100.358406	100.378632
416	100.050774	100.060097	100.076317	100.097931	100.072083	100.099167	100.155998	100.149834	100.149788	100.120712	100.152275	100.153946	100.166145	100.168732	100.187912	100.180367	100.172546	100.169243	100.179222	100.210587	100.240669	100.229607	100.213814	100.241745	100.226822	100.226822	100.219849	100.234497	100.267029	100.229691	100.224899	100.266525	100.273552	100.238586	100.295448	100.290215	100.285744	100.276077	100.283958	100.270485	100.289932	100.28434	100.29863	100.304939	100.311172	100.301636	100.321594	100.311768	100.29467	100.304504	100.339104	100.340973	100.339462	100.362656	100.335098	100.355408	100.345207	100.345215	100.33773	100.357353	100.374153
417	100.037323	100.054741	100.069954	100.092926	100.06958	100.08329	100.145737	100.139572	100.141159	100.114273	100.154968	100.145378	100.159584	100.158646	100.180611	100.181519	100.171509	100.171471	100.176361	100.209381	100.225357	100.227188	100.21006	100.231155	100.216583	100.223312	100.217163	100.224342	100.256371	100.225899	100.223282	100.25766	100.264465	100.240395	100.285843	100.282242	100.270996	100.268639	100.280273	100.271156	100.284813	100.280907	100.292572	100.301292	100.296867	100.296143	100.31427	100.310013	100.290298	100.303856	100.330795	100.331451	100.330475	100.346077	100.323692	100.341507	100.339188	100.348793	100.340721	100.345695	100.364769
418	100.02327	100.047974	100.062057	100.086472	100.067261	100.067696	100.130402	100.126389	100.13269	100.108994	100.15731	100.13559	100.152061	100.147102	100.173904	100.183273	100.171173	100.175583	100.175407	100.20752	100.208282	100.222626	100.204468	100.217499	100.204758	100.218925	100.213455	100.213608	100.245163	100.221397	100.223328	100.247864	100.253235	100.24295	100.272797	100.272713	100.252045	100.262009	100.274536	100.273285	100.27813	100.277367	100.286972	100.297859	100.279594	100.289986	100.305763	100.308739	100.285194	100.303253	100.319611	100.319481	100.318932	100.326363	100.312103	100.325729	100.331268	100.353004	100.342003	100.333038	100.355217
419	100.010536	100.041817	100.054909	100.080635	100.065147	100.053574	100.116478	100.114418	100.125031	100.104202	100.159409	100.126717	100.145248	100.136635	100.167809	100.184845	100.170853	100.179276	100.174538	100.205841	100.19281	100.21846	100.199402	100.205124	100.194023	100.214943	100.210068	100.20388	100.235008	100.217293	100.223366	100.238991	100.243057	100.245224	100.260994	100.264084	100.234863	100.255989	100.269356	100.275192	100.272049	100.274155	100.281891	100.294731	100.263931	100.284424	100.298019	100.307571	100.280556	100.302696	100.309479	100.308647	100.308464	100.308487	100.30162	100.311424	100.324104	100.356796	100.343147	100.321556	100.346565
420	100.010811	100.04213	100.058075	100.079407	100.072357	100.056122	100.115166	100.113548	100.122818	100.112869	100.160095	100.125763	100.144577	100.136032	100.167892	100.190483	100.17482	100.182518	100.178825	100.206116	100.186478	100.216278	100.201988	100.203217	100.191162	100.214615	100.213646	100.205055	100.23185	100.219681	100.229324	100.238815	100.24334	100.249817	100.261917	100.262032	100.232841	100.256004	100.268402	100.276497	100.271294	100.279327	100.282501	100.293564	100.263359	100.285408	100.295341	100.309959	100.285744	100.308334	100.310913	100.308289	100.309113	100.3041	100.303925	100.307556	100.323524	100.354836	100.341652	100.322899	100.346901
421	100.0224	100.048027	100.070213	100.082191	100.087616	100.073135	100.124809	100.122307	100.125381	100.133148	100.159546	100.131691	100.149261	100.144005	100.173355	100.199615	100.182472	100.185333	100.187561	100.208092	100.188148	100.215828	100.211182	100.210442	100.195145	100.217438	100.223221	100.215698	100.234779	100.227692	100.240364	100.246193	100.252724	100.256325	100.273895	100.265717	100.244034	100.261261	100.271133	100.277237	100.275162	100.291733	100.288055	100.294098	100.275909	100.292084	100.297073	100.315437	100.299431	100.319313	100.322388	100.317024	100.319412	100.311455	100.317345	100.312828	100.328636	100.347885	100.337921	100.335396	100.355019
422	100.032898	100.053383	100.081207	100.084724	100.101448	100.088547	100.133537	100.130249	100.127708	100.151527	100.15905	100.13707	100.153503	100.15123	100.178291	100.207878	100.189423	100.187889	100.195488	100.209877	100.189651	100.215439	100.219513	100.216972	100.198761	100.220001	100.231911	100.225342	100.237442	100.23494	100.250366	100.252876	100.261238	100.262245	100.284752	100.269058	100.254166	100.266029	100.273598	100.277901	100.278664	100.302956	100.293091	100.294586	100.287292	100.298141	100.298645	100.320396	100.311829	100.329254	100.332794	100.324951	100.328758	100.318123	100.329521	100.317612	100.333282	100.341591	100.334526	100.34671	100.362373
423	100.039185	100.057152	100.087593	100.085846	100.111031	100.101196	100.138725	100.135162	100.130096	100.164818	100.156715	100.141884	100.157318	100.157967	100.181564	100.21212	100.193367	100.19014	100.201019	100.209572	100.1912	100.214386	100.225243	100.221443	100.203217	100.222038	100.236656	100.230911	100.238403	100.240372	100.25705	100.257835	100.266052	100.264847	100.290695	100.269409	100.26181	100.268723	100.27536	100.278511	100.280655	100.309586	100.296196	100.295212	100.295547	100.301491	100.299942	100.324074	100.319878	100.335419	100.338783	100.329933	100.334213	100.323013	100.336647	100.321129	100.337601	100.337204	100.331879	100.354256	100.367043
424	100.029861	100.055527	100.076805	100.08149	100.106033	100.106346	100.13076	100.129021	100.133583	100.161133	100.145958	100.145927	100.160622	100.164833	100.179031	100.200943	100.186119	100.191895	100.198387	100.200447	100.193451	100.210281	100.222015	100.218651	100.212624	100.222542	100.226524	100.221321	100.232613	100.240013	100.252022	100.257202	100.257004	100.254478	100.278	100.257446	100.261536	100.263702	100.274719	100.279091	100.276993	100.299026	100.292351	100.296661	100.293388	100.294624	100.300621	100.323593	100.312424	100.327774	100.328209	100.324211	100.325241	100.322029	100.325081	100.320503	100.342026	100.339424	100.331589	100.348488	100.362053
425	100.021385	100.054077	100.066986	100.077522	100.101494	100.111008	100.123505	100.123428	100.136757	100.157776	100.136169	100.149582	100.163628	100.171074	100.176704	100.190773	100.17952	100.193466	100.195984	100.192139	100.195488	100.206528	100.219055	100.216125	100.221184	100.222992	100.217293	100.212601	100.227333	100.23967	100.247444	100.256607	100.248764	100.245033	100.266434	100.246559	100.261261	100.259109	100.274124	100.279617	100.273659	100.289406	100.288841	100.297974	100.291405	100.288391	100.301216	100.323151	100.305626	100.320831	100.318596	100.318993	100.31707	100.321136	100.31456	100.319946	100.346016	100.341438	100.331322	100.343216	100.357498
426	100.013649	100.052727	100.058029	100.073914	100.097343	100.115273	100.116882	100.118324	100.139664	100.154724	100.127243	100.152946	100.166367	100.176773	100.174591	100.181488	100.1735	100.194916	100.193787	100.18457	100.19735	100.203133	100.216362	100.213814	100.228989	100.223412	100.208878	100.204636	100.222527	100.239357	100.243271	100.256073	100.241257	100.236427	100.255882	100.236618	100.261032	100.254944	100.273582	100.280106	100.27063	100.28064	100.285652	100.299194	100.289619	100.282684	100.301781	100.322762	100.299431	100.314476	100.309822	100.31424	100.309631	100.320328	100.304947	100.319443	100.349678	100.343285	100.331078	100.338425	100.353333
427	100.018944	100.049484	100.06102	100.07888	100.093414	100.110626	100.111641	100.116905	100.136116	100.145256	100.127563	100.156464	100.161568	100.172188	100.175491	100.174797	100.173279	100.192894	100.192711	100.190613	100.20018	100.203148	100.214973	100.217033	100.225136	100.223602	100.20816	100.207611	100.225052	100.238022	100.239204	100.251816	100.241875	100.24073	100.253868	100.242149	100.249908	100.252663	100.272919	100.276497	100.269104	100.274467	100.281921	100.294518	100.287949	100.283791	100.298759	100.316574	100.295555	100.313034	100.311684	100.313446	100.311073	100.320877	100.309326	100.318649	100.341187	100.337219	100.328239	100.336075	100.351929
428	100.025955	100.046173	100.065735	100.084892	100.08979	100.104866	100.107002	100.11618	100.131783	100.135468	100.129364	100.159767	100.155876	100.166283	100.176826	100.169006	100.173996	100.19046	100.191902	100.198425	100.202957	100.203728	100.213875	100.220932	100.219681	100.223747	100.208755	100.212143	100.228592	100.236618	100.235435	100.247276	100.243759	100.246811	100.253387	100.249779	100.237846	100.250839	100.272301	100.272476	100.26796	100.269165	100.278366	100.289276	100.286446	100.285912	100.295387	100.309883	100.292328	100.312508	100.315117	100.313354	100.313858	100.321617	100.315628	100.317871	100.331352	100.33033	100.325203	100.334312	100.351082
429	100.032364	100.043144	100.070061	100.090393	100.086472	100.099602	100.102737	100.115517	100.127815	100.12648	100.13102	100.162804	100.150696	100.160873	100.178024	100.163696	100.174675	100.188232	100.191154	100.205574	100.20549	100.204254	100.212875	100.22448	100.214684	100.223877	100.209297	100.216309	100.231842	100.235329	100.231979	100.243118	100.245476	100.25238	100.252953	100.256767	100.226799	100.249184	100.271729	100.268806	100.266907	100.264297	100.275108	100.284447	100.285049	100.287865	100.292297	100.303772	100.289368	100.312004	100.318275	100.313271	100.316391	100.322281	100.321411	100.317154	100.322357	100.324013	100.322411	100.332687	100.350311
430	100.035904	100.049248	100.07663	100.096825	100.087654	100.099075	100.107742	100.120071	100.131821	100.127434	100.139214	100.166298	100.154533	100.162186	100.18222	100.170258	100.180458	100.192749	100.195518	100.214638	100.210014	100.209213	100.219032	100.230324	100.217499	100.227234	100.217857	100.225319	100.237907	100.240311	100.238708	100.243912	100.250259	100.258041	100.258888	100.261345	100.22184	100.25116	100.27784	100.272964	100.274231	100.272301	100.278763	100.289383	100.290512	100.293541	100.29718	100.307907	100.295677	100.318024	100.325882	100.319984	100.323227	100.326195	100.331413	100.324165	100.324585	100.320068	100.326302	100.335442	100.355446
431	100.037048	100.062813	100.084999	100.103951	100.092529	100.102463	100.120285	100.128853	100.142357	100.136528	100.152679	100.17012	100.165733	100.169037	100.188843	100.186493	100.190392	100.202774	100.204002	100.225174	100.21608	100.217751	100.231003	100.237976	100.2267	100.2332	100.232925	100.238251	100.246262	100.250389	100.253716	100.248764	100.257477	100.263741	100.27002	100.263847	100.221947	100.256134	100.289406	100.283501	100.288368	100.290787	100.288048	100.302292	100.301552	100.302208	100.308548	100.32045	100.30954	100.329338	100.337067	100.332222	100.333511	100.332703	100.34481	100.337448	100.336029	100.318123	100.335648	100.341774	100.365402
432	100.038109	100.075294	100.092697	100.110497	100.097015	100.105576	100.131836	100.136948	100.152054	100.14489	100.16507	100.173653	100.176048	100.175323	100.194931	100.201431	100.199532	100.212006	100.211823	100.234879	100.221657	100.225594	100.242027	100.245026	100.235176	100.238678	100.246788	100.250153	100.253952	100.259659	100.267532	100.25325	100.264145	100.268982	100.280258	100.266174	100.222031	100.260696	100.300041	100.293221	100.301384	100.307785	100.296593	100.314163	100.311699	100.310196	100.318993	100.331985	100.322281	100.339745	100.347366	100.343491	100.342964	100.338684	100.357117	100.349663	100.34655	100.316322	100.344238	100.347588	100.374565
433	100.03804	100.084373	100.098755	100.114845	100.101723	100.109421	100.140251	100.143944	100.159325	100.153641	100.174675	100.177261	100.184563	100.180756	100.199593	100.213089	100.206696	100.219704	100.21756	100.241646	100.226555	100.233208	100.249954	100.250946	100.242554	100.243759	100.257477	100.258652	100.260353	100.266609	100.277802	100.258659	100.269592	100.273224	100.288773	100.267754	100.221481	100.264656	100.308693	100.301346	100.311211	100.319969	100.304199	100.323212	100.319901	100.316574	100.32737	100.340294	100.331963	100.347664	100.35405	100.352654	100.35006	100.344727	100.365997	100.359024	100.354805	100.315514	100.350967	100.353409	100.381897
434	100.033691	100.082718	100.09996	100.111839	100.108383	100.11705	100.138771	100.14843	100.159088	100.165848	100.17601	100.182091	100.188194	100.184181	100.199951	100.215088	100.208031	100.223419	100.21666	100.238945	100.230003	100.241806	100.248016	100.253998	100.247528	100.248528	100.258659	100.256172	100.26339	100.26635	100.277115	100.268959	100.271729	100.274681	100.292679	100.266899	100.218292	100.267159	100.311836	100.305511	100.311195	100.31675	100.310043	100.323631	100.322601	100.318336	100.329796	100.338257	100.332222	100.348053	100.348602	100.356087	100.349808	100.352417	100.363876	100.35968	100.356339	100.318207	100.352112	100.360573	100.383995
435	100.029671	100.081207	100.101074	100.109055	100.114548	100.124123	100.137413	100.152603	100.158867	100.177147	100.177254	100.186554	100.191566	100.187347	100.200294	100.216934	100.209282	100.226868	100.215874	100.23645	100.233223	100.249756	100.246216	100.256813	100.252151	100.252953	100.259758	100.253906	100.266228	100.266121	100.276497	100.278511	100.273727	100.276054	100.296318	100.266136	100.215355	100.269493	100.314758	100.309357	100.311195	100.313782	100.315453	100.324036	100.325134	100.319984	100.332047	100.336388	100.332489	100.348412	100.343575	100.359261	100.349579	100.359535	100.361908	100.360298	100.35778	100.320724	100.353195	100.367226	100.385979
436	100.02594	100.079788	100.102127	100.106476	100.120285	100.130676	100.136162	100.156471	100.158669	100.187637	100.178383	100.190697	100.194702	100.190308	100.200607	100.218674	100.210449	100.230072	100.215126	100.234138	100.236191	100.257149	100.244545	100.259445	100.256454	100.257042	100.260773	100.251785	100.268845	100.265907	100.275909	100.287354	100.275574	100.277313	100.299706	100.265419	100.212631	100.271675	100.317474	100.312935	100.311195	100.311028	100.32048	100.324417	100.327477	100.32151	100.334145	100.334641	100.332726	100.348755	100.338913	100.362221	100.349365	100.36615	100.360092	100.36087	100.359108	100.323044	100.354195	100.373398	100.387787
437	100.027	100.074387	100.096085	100.104538	100.115265	100.133202	100.134453	100.154938	100.157524	100.182281	100.173904	100.18486	100.188873	100.188873	100.198105	100.215103	100.210937	100.225517	100.215492	100.229156	100.232246	100.246773	100.239609	100.253502	100.251923	100.253586	100.257767	100.249191	100.2687	100.264801	100.275826	100.284279	100.271263	100.27758	100.294968	100.264252	100.216148	100.269173	100.311836	100.307701	100.306526	100.306679	100.314644	100.319382	100.320389	100.32196	100.327232	100.3311	100.32991	100.343239	100.336098	100.355949	100.346397	100.36203	100.354645	100.354324	100.35508	100.323555	100.350395	100.365387	100.381149
438	100.028717	100.068726	100.089355	100.102806	100.108971	100.134995	100.13279	100.152733	100.156311	100.174942	100.168861	100.177872	100.182068	100.186897	100.195335	100.210976	100.211311	100.220108	100.216034	100.224075	100.227524	100.234413	100.234497	100.246658	100.246384	100.249222	100.254349	100.246704	100.268173	100.263634	100.275841	100.27964	100.266304	100.277672	100.289345	100.263107	100.220367	100.266144	100.305328	100.301483	100.30143	100.302361	100.307571	100.313858	100.312332	100.322258	100.319397	100.327507	100.326828	100.337196	100.333725	100.348686	100.343201	100.356583	100.348999	100.347137	100.350487	100.323799	100.346138	100.355789	100.373634
439	100.030312	100.063446	100.083092	100.101212	100.103104	100.136688	100.131226	100.150658	100.155174	100.168083	100.164154	100.171364	100.175735	100.185051	100.192764	100.207123	100.211655	100.215057	100.216522	100.21933	100.223122	100.22287	100.229706	100.24028	100.241219	100.24514	100.25116	100.24437	100.267685	100.262535	100.275841	100.275314	100.26165	100.277771	100.284103	100.262032	100.224319	100.263321	100.29924	100.295677	100.296692	100.298332	100.300964	100.308693	100.30481	100.322517	100.312111	100.324142	100.323929	100.331558	100.331512	100.341919	100.340225	100.351501	100.343704	100.340416	100.346222	100.32402	100.342155	100.34684	100.366653
440	100.028717	100.059784	100.079048	100.097893	100.098053	100.133583	100.127968	100.143906	100.150368	100.158463	100.158798	100.165161	100.170303	100.179802	100.187233	100.197685	100.20784	100.207428	100.211922	100.213013	100.215492	100.213646	100.221718	100.234177	100.236176	100.238358	100.246429	100.239738	100.26046	100.257385	100.269386	100.266815	100.253952	100.272942	100.276115	100.258659	100.226822	100.258995	100.290558	100.288643	100.290405	100.291954	100.293716	100.302254	100.296799	100.315605	100.305367	100.315918	100.317619	100.322899	100.326897	100.334511	100.334122	100.344528	100.33754	100.33522	100.341293	100.320137	100.336899	100.341011	100.357643
441	100.024582	100.057495	100.076851	100.093285	100.093712	100.126717	100.123383	100.133476	100.142693	100.146721	100.152954	100.159279	100.165649	100.171898	100.179359	100.183868	100.200745	100.197807	100.203285	100.205467	100.205353	100.206375	100.211227	100.228355	100.231277	100.229454	100.240517	100.233337	100.24791	100.249008	100.257812	100.255051	100.243851	100.264214	100.266029	100.253502	100.228142	100.253532	100.279892	100.280693	100.282967	100.283768	100.286034	100.294861	100.288452	100.303009	100.299141	100.303879	100.308609	100.311897	100.320419	100.326668	100.3256	100.33609	100.330734	100.331306	100.335922	100.313034	100.330666	100.337753	100.347092
442	100.020683	100.055328	100.074783	100.088921	100.089622	100.120255	100.11908	100.123665	100.135468	100.135696	100.147476	100.153717	100.161278	100.164474	100.171982	100.170883	100.194077	100.188766	100.195168	100.198387	100.195816	100.199532	100.20137	100.2229	100.226677	100.2211	100.234947	100.227318	100.236115	100.241135	100.246941	100.243988	100.234367	100.256012	100.256554	100.248627	100.22937	100.248398	100.269844	100.273224	100.27597	100.276054	100.278809	100.287918	100.280609	100.291168	100.293304	100.292549	100.300156	100.301575	100.314331	100.319305	100.317574	100.328156	100.324333	100.327614	100.330864	100.306343	100.324806	100.334679	100.337196
443	100.018013	100.053802	100.073135	100.085953	100.086853	100.113556	100.115738	100.115738	100.129929	100.128189	100.143906	100.149605	100.157234	100.159363	100.166687	100.161743	100.188423	100.181946	100.189415	100.194313	100.189316	100.194511	100.194336	100.218216	100.222816	100.21489	100.230347	100.222588	100.226715	100.23481	100.238708	100.234985	100.228355	100.24942	100.25045	100.244728	100.231293	100.24514	100.262413	100.267014	100.270447	100.270416	100.273338	100.281593	100.274979	100.28241	100.288681	100.283936	100.293877	100.294434	100.309082	100.313782	100.312004	100.322113	100.319099	100.32476	100.326797	100.302467	100.320099	100.33181	100.330589
444	100.01931	100.054359	100.072777	100.087402	100.088417	100.104858	100.115334	100.113297	100.129524	100.132217	100.146721	100.14994	100.153755	100.161728	100.168098	100.164963	100.185478	100.18203	100.191208	100.200485	100.192787	100.195274	100.196388	100.215614	100.220978	100.215462	100.228432	100.221786	100.224373	100.233032	100.238625	100.231895	100.233963	100.247482	100.255562	100.243698	100.236046	100.248215	100.263199	100.26432	100.269341	100.271225	100.273308	100.276436	100.276443	100.283279	100.287712	100.2836	100.294434	100.297676	100.306	100.314041	100.314369	100.321877	100.317146	100.324455	100.325668	100.30806	100.318779	100.329117	100.334892
445	100.020554	100.054893	100.072433	100.088791	100.089905	100.096619	100.114952	100.110962	100.129143	100.136017	100.149384	100.150261	100.150467	100.163986	100.169418	100.167999	100.182701	100.182106	100.192902	100.206314	100.196075	100.195984	100.198326	100.213135	100.219238	100.216003	100.226616	100.221024	100.222168	100.231339	100.238525	100.229004	100.239273	100.245651	100.260399	100.242722	100.24054	100.251129	100.263954	100.261795	100.268303	100.272011	100.273285	100.271568	100.27784	100.284111	100.286781	100.283287	100.29496	100.300751	100.303093	100.314285	100.316605	100.321663	100.3153	100.324165	100.324593	100.313354	100.317513	100.326576	100.338951
446	100.021706	100.055397	100.072098	100.090096	100.091301	100.088814	100.114594	100.108765	100.128769	100.139603	100.151886	100.150551	100.147331	100.166107	100.17067	100.17086	100.180069	100.182152	100.194511	100.211838	100.199173	100.196648	100.20015	100.2108	100.21759	100.216507	100.224892	100.220299	100.22007	100.229729	100.238441	100.226227	100.244286	100.243912	100.264977	100.241783	100.244781	100.253868	100.264648	100.259384	100.267303	100.272736	100.273254	100.266945	100.279152	100.284874	100.285896	100.28299	100.295448	100.30365	100.300308	100.314507	100.318733	100.321434	100.31353	100.323883	100.32357	100.318359	100.316307	100.324158	100.342796
447	100.021194	100.056282	100.069412	100.083939	100.089478	100.087044	100.111755	100.111938	100.128235	100.140572	100.15007	100.149742	100.147507	100.162292	100.16893	100.171402	100.178375	100.178482	100.192627	100.20739	100.195625	100.194824	100.19902	100.207672	100.214409	100.213623	100.2202	100.218536	100.217834	100.225891	100.235657	100.224808	100.241264	100.24308	100.260452	100.240997	100.238243	100.247482	100.261414	100.257111	100.264	100.268402	100.270676	100.2658	100.2761	100.279678	100.283264	100.280083	100.290916	100.297485	100.296829	100.31028	100.311111	100.31266	100.309708	100.317429	100.316711	100.314842	100.312378	100.320641	100.334373
448	100.020477	100.057175	100.066521	100.076988	100.087273	100.086174	100.108696	100.115707	100.12767	100.141121	100.147736	100.148796	100.14814	100.157806	100.166847	100.171593	100.17688	100.174438	100.190338	100.201729	100.191284	100.192711	100.19751	100.204575	100.211159	100.210381	100.215294	100.21669	100.215652	100.221893	100.23259	100.223625	100.237259	100.242401	100.254822	100.240242	100.230469	100.240074	100.257751	100.254944	100.260506	100.263535	100.267838	100.265167	100.27256	100.273834	100.280487	100.276909	100.285873	100.290298	100.293388	100.30558	100.30246	100.303032	100.305725	100.310364	100.309311	100.31028	100.308212	100.317093	100.324593
449	100.019775	100.058029	100.063751	100.070335	100.085159	100.085358	100.105759	100.119316	100.127151	100.141655	100.145508	100.147903	100.148735	100.153526	100.164864	100.171753	100.175461	100.170563	100.188156	100.196327	100.187149	100.190712	100.19606	100.201607	100.208046	100.207283	100.210609	100.21492	100.213562	100.218079	100.229668	100.222504	100.233437	100.24176	100.249466	100.23954	100.223068	100.233009	100.25425	100.252876	100.257179	100.258888	100.265137	100.264572	100.269173	100.26828	100.27784	100.27388	100.281052	100.283447	100.290108	100.301109	100.294182	100.293854	100.301933	100.303612	100.302254	100.305923	100.30426	100.313721	100.315247
