[HEADER]
Format	J&M ASCII Table
Comment	COA_01_P.00039_HAL03-noFilter_UVIR600um2-UV400um0.5_24mm
Date	25/09/2024 11:25:28
Order	Y (evenX)
TechType	UV
NumPoints	841
FirstX	304
LastX	1144
XType	nm
YType	Transmission
ZType	s
NumSubFile	61
Matrix	Z vs X
[LOGIN]
Name=JM
[INSTRUMENT]
Name=TIDAS S
Detector=MMS - ASPEN 97,5 kHz
Diodearray=256 Pixel
Serial#=39059
Calibrated=2016-03-14
Range=303.56-1144.49 [nm] (F0)

SWVersion=v3.22.6 (build 0)
[CONFIG]
ChannelName=Result
ChannelType=Normalized
[PARAMETER]
It=91.00
Aver=20
Norm=1
Range=304.0-1144.0 nm
Scan=Single
[TRIGGER]
Sweep=0
Scan=0
[DIO]
DigOut=0x0000
DigIn=0x0000
[DATA]
	00:00:00.000	00:00:23.220	00:00:46.444	00:01:09.632	00:01:32.821	00:01:56.011	00:02:19.207	00:02:42.403	00:03:05.590	00:03:28.776	00:03:51.970	00:04:15.167	00:04:38.356	00:05:01.549	00:05:24.740	00:05:47.925	00:06:11.115	00:06:34.307	00:06:57.497	00:07:20.692	00:07:43.882	00:08:07.082	00:08:30.264	00:08:53.453	00:09:16.645	00:09:39.838	00:10:03.028	00:10:26.222	00:10:49.413	00:11:12.603	00:11:35.799	00:11:58.990	00:12:22.171	00:12:45.359	00:13:08.553	00:13:31.742	00:13:54.934	00:14:18.123	00:14:41.309	00:15:04.490	00:15:27.682	00:15:50.874	00:16:14.064	00:16:37.254	00:17:00.444	00:17:23.632	00:17:46.832	00:18:10.014	00:18:33.200	00:18:56.386	00:19:19.570	00:19:42.757	00:20:05.954	00:20:29.145	00:20:52.335	00:21:15.529	00:21:38.715	00:22:01.906	00:22:25.092	00:22:48.284	00:23:11.473
725	100.006912	100.000656	99.998322	99.998489	100.002411	100.008919	100.007568	100.014435	100.008324	100.006294	100.012421	100.012802	100.014343	100.014603	100.015831	100.014557	100.01609	100.011536	100.017143	100.021133	100.018295	100.019958	100.0196	100.021553	100.025703	100.021042	100.022278	100.022446	100.022575	100.022781	100.021271	100.023758	100.02372	100.022339	100.027718	100.025383	100.021919	100.023987	100.020302	100.023033	100.024559	100.022903	100.019882	100.024841	100.01963	100.024506	100.024269	100.023857	100.023308	100.027206	100.021919	100.021042	100.019646	100.021088	100.022301	100.023254	100.018967	100.025032	100.023232	100.030067	100.026581
726	100.008369	100.003288	99.999474	100.001022	100.004105	100.012001	100.008202	100.016167	100.011528	100.00808	100.014542	100.012924	100.017441	100.016823	100.01693	100.016006	100.017723	100.012543	100.019981	100.023735	100.018181	100.021507	100.020264	100.023888	100.027382	100.021622	100.023888	100.024208	100.024643	100.024391	100.023338	100.024208	100.026024	100.024101	100.028084	100.025574	100.024017	100.02475	100.022278	100.026428	100.025925	100.022934	100.01992	100.028183	100.022362	100.02507	100.025764	100.025681	100.023796	100.029602	100.023964	100.023254	100.02153	100.023796	100.024155	100.025139	100.020241	100.027084	100.024483	100.031593	100.028465
727	100.009811	100.004105	100.000748	100.002182	100.004456	100.012421	100.008881	100.015984	100.012909	100.00898	100.015091	100.013115	100.018463	100.017456	100.01738	100.016823	100.018776	100.013458	100.021187	100.024376	100.018166	100.022301	100.020409	100.024284	100.028244	100.022484	100.024162	100.025009	100.025391	100.025665	100.024475	100.024246	100.026955	100.025269	100.028503	100.025383	100.025009	100.024857	100.022758	100.027779	100.026657	100.023392	100.020309	100.029335	100.02372	100.025787	100.026237	100.026031	100.023613	100.030205	100.024841	100.023666	100.02227	100.024834	100.024818	100.025978	100.020897	100.027756	100.025307	100.032082	100.02977
728	100.01123	100.00267	100.002167	100.001633	100.003143	100.009575	100.009575	100.013435	100.012032	100.008759	100.013695	100.013351	100.016991	100.016151	100.017059	100.01683	100.019089	100.014244	100.02034	100.022598	100.018227	100.022148	100.019859	100.022293	100.028099	100.023636	100.02282	100.02462	100.024521	100.026527	100.024452	100.023743	100.026215	100.025665	100.028931	100.024689	100.02462	100.024139	100.021408	100.026611	100.026573	100.024292	100.021103	100.027832	100.023361	100.026665	100.025429	100.02459	100.022591	100.02861	100.024307	100.021851	100.021614	100.023842	100.02401	100.025497	100.020744	100.026772	100.025581	100.031265	100.030312
729	100.012672	100.001251	100.003586	100.001083	100.001846	100.006744	100.010277	100.01091	100.011154	100.00856	100.012314	100.013603	100.015518	100.014854	100.016739	100.016846	100.019394	100.01503	100.019501	100.020828	100.018295	100.022018	100.019333	100.020309	100.027969	100.024811	100.021469	100.024246	100.023666	100.027397	100.024429	100.023247	100.025467	100.02607	100.029373	100.02401	100.024246	100.023422	100.02005	100.025436	100.026497	100.025223	100.021896	100.026344	100.02301	100.027557	100.02462	100.023163	100.021576	100.027023	100.023773	100.02005	100.020958	100.022865	100.023209	100.025032	100.020615	100.025787	100.025879	100.030457	100.030876
730	100.013855	99.999908	100.004662	100.000526	100.000786	100.004242	100.010826	100.008728	100.010345	100.008217	100.010971	100.013794	100.014198	100.013641	100.016525	100.016785	100.0196	100.015625	100.018654	100.01931	100.01825	100.02179	100.018738	100.018501	100.02774	100.025574	100.020309	100.023735	100.022873	100.027969	100.024292	100.022804	100.024734	100.026283	100.029541	100.023437	100.023865	100.022598	100.018776	100.024323	100.026299	100.025902	100.022507	100.024811	100.022598	100.028084	100.023689	100.021851	100.020531	100.02552	100.023148	100.018379	100.020264	100.021919	100.022362	100.02446	100.020493	100.024727	100.025978	100.029602	100.031136
731	100.01326	99.999084	100.003036	99.999786	100.001381	100.004242	100.010193	100.009117	100.009918	100.006783	100.00985	100.013527	100.013901	100.012985	100.017075	100.016212	100.018967	100.014664	100.017723	100.019714	100.01725	100.02092	100.017693	100.017944	100.026848	100.023392	100.020561	100.022217	100.022614	100.026367	100.023209	100.02285	100.024017	100.025055	100.027702	100.02359	100.023483	100.020874	100.017967	100.023445	100.025192	100.024834	100.021729	100.022972	100.021828	100.025879	100.021812	100.02153	100.019165	100.024704	100.021866	100.017654	100.019264	100.021271	100.021255	100.023041	100.020561	100.023102	100.024651	100.02829	100.029121
732	100.012657	99.998268	100.001442	99.999062	100.001999	100.004242	100.00956	100.009521	100.009499	100.005363	100.008736	100.013268	100.013603	100.012329	100.017616	100.015656	100.018349	100.013695	100.0168	100.020126	100.016258	100.020065	100.01664	100.017372	100.025955	100.021233	100.020828	100.020729	100.022362	100.024773	100.022141	100.022903	100.023308	100.023842	100.025879	100.023773	100.023102	100.019165	100.017151	100.022591	100.024094	100.023743	100.020966	100.021133	100.021065	100.023697	100.019958	100.021217	100.017807	100.023865	100.020576	100.016953	100.018272	100.020615	100.020149	100.021622	100.020638	100.021484	100.023338	100.026962	100.027107
733	100.012062	99.997452	99.999832	99.998329	100.002609	100.004242	100.008926	100.009918	100.009087	100.003944	100.007614	100.013008	100.013306	100.011673	100.018181	100.015091	100.017723	100.012741	100.015869	100.020538	100.015274	100.019196	100.015594	100.0168	100.025055	100.019058	100.021072	100.019226	100.022102	100.023186	100.021049	100.022949	100.022598	100.022598	100.024048	100.023941	100.02272	100.017456	100.016357	100.021721	100.02298	100.022675	100.020195	100.019302	100.020287	100.021507	100.018082	100.020897	100.016464	100.023033	100.019287	100.016228	100.017296	100.019958	100.019051	100.020218	100.020706	100.019859	100.022018	100.02565	100.025093
734	100.011429	99.997749	99.998703	99.99778	100.001968	100.004135	100.007881	100.010124	100.008484	100.004784	100.007416	100.012985	100.01284	100.011108	100.018013	100.013664	100.016441	100.013496	100.015068	100.020218	100.014793	100.019249	100.015663	100.016441	100.022995	100.018181	100.019791	100.018219	100.0214	100.022926	100.020576	100.021835	100.0224	100.021652	100.024094	100.022629	100.020447	100.016846	100.01577	100.021065	100.02124	100.021706	100.019714	100.019279	100.019157	100.021133	100.018898	100.019135	100.016609	100.021599	100.018585	100.016174	100.017456	100.018715	100.019073	100.018967	100.019928	100.01899	100.020691	100.025246	100.024017
735	100.010765	99.998352	99.997696	99.997246	100.000992	100.003983	100.006691	100.010254	100.00782	100.00621	100.007454	100.013031	100.012291	100.010574	100.017632	100.012001	100.014969	100.014687	100.01429	100.019691	100.01445	100.019547	100.016006	100.016129	100.020576	100.017616	100.018082	100.017319	100.020576	100.023018	100.020233	100.020393	100.022339	100.020767	100.024643	100.02092	100.017632	100.016525	100.015236	100.020447	100.01931	100.020752	100.01931	100.019714	100.017929	100.02124	100.020409	100.016953	100.017143	100.020012	100.018013	100.016281	100.017891	100.017311	100.019394	100.017723	100.018929	100.018311	100.019333	100.025055	100.023209
736	100.010109	99.998947	99.996689	99.996719	100.000015	100.003838	100.005508	100.010384	100.007164	100.007645	100.0075	100.013077	100.011765	100.01004	100.017258	100.010345	100.013496	100.0159	100.013519	100.01918	100.014114	100.019852	100.016357	100.015816	100.018166	100.017059	100.016365	100.016426	100.019753	100.023117	100.019882	100.018951	100.022278	100.019882	100.0252	100.019203	100.014832	100.016212	100.014709	100.019836	100.017403	100.019814	100.018906	100.020172	100.016716	100.021378	100.021919	100.014786	100.017693	100.018433	100.017464	100.016388	100.018349	100.015892	100.01973	100.01651	100.017914	100.017639	100.01799	100.024879	100.022385
737	100.009628	99.99939	99.996254	99.996277	99.998695	100.00296	100.004234	100.009933	100.006638	100.007797	100.0075	100.012566	100.011086	100.00975	100.016487	100.009201	100.012123	100.015114	100.012985	100.017799	100.013588	100.019608	100.015854	100.015305	100.01664	100.016342	100.014587	100.015846	100.018608	100.02198	100.019157	100.017342	100.021362	100.018761	100.024437	100.017319	100.013115	100.015381	100.014008	100.019119	100.01593	100.019279	100.017403	100.019279	100.015556	100.021362	100.021729	100.013397	100.016678	100.016975	100.016975	100.01532	100.017258	100.014603	100.018181	100.015488	100.016312	100.01651	100.016785	100.023781	100.021019
738	100.009331	99.999603	99.99649	99.995895	99.996956	100.001183	100.002838	100.008751	100.006248	100.006401	100.007454	100.01136	100.010216	100.009743	100.015244	100.008667	100.010857	100.011971	100.012711	100.015381	100.012848	100.018692	100.014328	100.01458	100.016151	100.015434	100.012718	100.015602	100.017082	100.019394	100.017929	100.015511	100.019417	100.017372	100.022141	100.015213	100.01268	100.013908	100.013092	100.018272	100.014984	100.019226	100.014587	100.016785	100.014496	100.021187	100.019478	100.012947	100.013794	100.015663	100.016548	100.012802	100.014366	100.013435	100.014389	100.014702	100.013985	100.014862	100.015724	100.021599	100.018982
739	100.009048	99.999817	99.996719	99.995522	99.995193	99.999413	100.001434	100.007584	100.005867	100.005005	100.007416	100.010155	100.009361	100.009727	100.013985	100.008133	100.009598	100.008797	100.012421	100.012955	100.012115	100.017776	100.012794	100.01384	100.015678	100.014511	100.010834	100.01535	100.015556	100.016785	100.016716	100.013672	100.017464	100.015961	100.019821	100.0131	100.012245	100.012444	100.012161	100.017418	100.01403	100.019165	100.011765	100.014259	100.013412	100.021019	100.017212	100.012466	100.01091	100.014351	100.016129	100.010277	100.011444	100.012268	100.01059	100.013885	100.01165	100.013206	100.014641	100.019409	100.01693
740	100.008728	99.999832	99.99704	99.995132	99.993874	99.998245	100.000275	100.006592	100.005768	100.003922	100.007355	100.009247	100.008835	100.009827	100.013031	100.007843	100.008499	100.006279	100.012329	100.010994	100.011574	100.016998	100.011612	100.013306	100.015533	100.013802	100.009514	100.01519	100.014282	100.014618	100.015846	100.012383	100.016045	100.014938	100.018143	100.011574	100.012161	100.011528	100.01162	100.0168	100.013542	100.019028	100.009415	100.012299	100.012711	100.020752	100.015434	100.012161	100.008537	100.013374	100.015709	100.008392	100.00898	100.011551	100.007698	100.013474	100.009956	100.012016	100.013771	100.017548	100.015022
741	100.008156	99.998543	99.997864	99.994621	99.995415	100.001228	100.000801	100.006882	100.007561	100.004875	100.007248	100.010384	100.010666	100.010612	100.014114	100.009193	100.008476	100.008102	100.013527	100.012085	100.012398	100.017128	100.012741	100.014069	100.017654	100.01458	100.011871	100.015518	100.014709	100.015221	100.017258	100.014786	100.018265	100.01651	100.020729	100.013992	100.014328	100.014351	100.013687	100.017693	100.016113	100.018242	100.010239	100.014076	100.014389	100.019852	100.016846	100.01284	100.009628	100.014664	100.015381	100.010681	100.009491	100.013855	100.01104	100.015465	100.012466	100.013885	100.014198	100.017952	100.014069
742	100.007591	99.997246	99.998703	99.994125	99.996986	100.004219	100.00132	100.007179	100.009369	100.005844	100.007156	100.011528	100.01252	100.011406	100.015198	100.010551	100.008476	100.009956	100.014732	100.013206	100.013229	100.017273	100.013885	100.014854	100.019798	100.015366	100.014259	100.015877	100.015152	100.015854	100.018692	100.017204	100.020508	100.018097	100.023354	100.016449	100.016533	100.017189	100.015762	100.0186	100.01873	100.017456	100.011063	100.015892	100.01609	100.018944	100.018272	100.013519	100.010742	100.015961	100.015053	100.012993	100.010002	100.016174	100.014412	100.017479	100.014999	100.01577	100.014641	100.018372	100.013115
743	100.007019	99.995934	99.999527	99.993607	99.99855	100.007233	100.001846	100.007477	100.011185	100.006821	100.007034	100.012657	100.014374	100.012222	100.016281	100.011894	100.008461	100.011803	100.015953	100.01432	100.014069	100.017395	100.01503	100.015617	100.02195	100.016129	100.01664	100.016228	100.015594	100.016472	100.020126	100.019623	100.022743	100.019684	100.025978	100.018898	100.018738	100.02005	100.017838	100.019501	100.021339	100.016655	100.011894	100.017677	100.017799	100.018021	100.019707	100.014198	100.011841	100.017258	100.014709	100.01532	100.010513	100.018501	100.017776	100.019501	100.017532	100.01767	100.015068	100.018784	100.012146
744	100.005829	99.996284	99.998642	99.994606	99.998291	100.005867	100.002411	100.006577	100.008987	100.006714	100.006508	100.011322	100.013458	100.011894	100.015663	100.010727	100.008621	100.010956	100.015007	100.013557	100.013863	100.016418	100.015129	100.014854	100.021004	100.015984	100.016533	100.016174	100.015762	100.016273	100.018951	100.01873	100.022484	100.018631	100.025322	100.018562	100.01786	100.018814	100.017227	100.018227	100.020424	100.016724	100.013412	100.016823	100.017464	100.017105	100.019226	100.013817	100.011375	100.016251	100.013985	100.015434	100.011917	100.017548	100.017036	100.018288	100.0168	100.016319	100.015495	100.018944	100.012611
745	100.004486	99.997047	99.997337	99.995987	99.997566	100.003395	100.002983	100.005386	100.005768	100.006332	100.005875	100.009369	100.011864	100.011322	100.014626	100.008926	100.008835	100.00943	100.013527	100.012314	100.013412	100.015167	100.014946	100.013687	100.019302	100.015602	100.015808	100.016045	100.015877	100.015854	100.017105	100.017014	100.021591	100.016914	100.023827	100.017525	100.016197	100.016533	100.015938	100.01638	100.018608	100.017036	100.015106	100.015282	100.016617	100.016197	100.018265	100.013176	100.010506	100.014648	100.013145	100.015022	100.013542	100.01577	100.015244	100.016258	100.015221	100.01416	100.015915	100.019035	100.01342
746	100.00312	99.997826	99.99601	99.997383	99.996849	100.000908	100.003555	100.004173	100.002541	100.005936	100.005234	100.007401	100.010239	100.010727	100.01358	100.007103	100.009048	100.007889	100.012039	100.011078	100.012947	100.013885	100.014786	100.012497	100.017586	100.015213	100.015083	100.0159	100.015976	100.015434	100.015244	100.015297	100.020683	100.01519	100.022354	100.016487	100.014534	100.014236	100.014648	100.014519	100.0168	100.017334	100.016808	100.013733	100.015762	100.015274	100.017288	100.012527	100.009628	100.013039	100.012314	100.014603	100.015175	100.013969	100.013458	100.014206	100.013649	100.011978	100.016335	100.019112	100.014259
747	100.003609	99.998444	99.995796	99.998161	99.997742	100.000359	100.004211	100.004723	100.001839	100.007072	100.005814	100.007561	100.009964	100.010506	100.013733	100.007477	100.009933	100.007332	100.011864	100.011444	100.012993	100.013748	100.014511	100.013016	100.017059	100.015053	100.015404	100.016365	100.01619	100.015938	100.015083	100.015236	100.020805	100.015129	100.021729	100.016006	100.014206	100.013901	100.013863	100.015129	100.01683	100.017632	100.017548	100.013565	100.015816	100.015678	100.017784	100.013206	100.010445	100.012718	100.012222	100.014282	100.016212	100.013474	100.012993	100.013924	100.01342	100.012146	100.01664	100.019264	100.015579
748	100.006195	99.998917	99.996811	99.998245	100.000465	100.001991	100.004982	100.00721	100.003983	100.009918	100.007782	100.010086	100.011215	100.010696	100.015259	100.010284	100.011566	100.007843	100.013145	100.013649	100.013603	100.014862	100.014099	100.01545	100.017891	100.015198	100.01693	100.017525	100.016487	100.017502	100.016785	100.017082	100.022057	100.016975	100.02211	100.01619	100.015427	100.015762	100.013649	100.018517	100.018951	100.017891	100.017227	100.014961	100.016907	100.017586	100.019943	100.015388	100.013138	100.013863	100.012947	100.014069	100.016571	100.014427	100.014046	100.01564	100.014725	100.014946	100.016823	100.019478	100.017487
749	100.008812	99.99939	99.997849	99.998344	100.00322	100.003639	100.00576	100.009727	100.006142	100.012794	100.009773	100.01265	100.012497	100.010895	100.0168	100.013138	100.013222	100.008392	100.014458	100.015877	100.014206	100.015984	100.01371	100.017891	100.018753	100.015343	100.018478	100.018677	100.0168	100.019073	100.018524	100.018944	100.023331	100.018837	100.022507	100.016365	100.01664	100.017654	100.013443	100.021919	100.021103	100.018188	100.016914	100.016365	100.018013	100.019516	100.022125	100.017586	100.015869	100.015007	100.013687	100.013863	100.016953	100.015388	100.015091	100.017372	100.016037	100.017784	100.016998	100.019707	100.019409
750	100.011124	99.999695	99.998726	99.998421	100.005554	100.004913	100.006485	100.011894	100.007919	100.015022	100.01123	100.014709	100.013542	100.01123	100.017906	100.015602	100.014664	100.008949	100.015701	100.01767	100.014732	100.016937	100.013458	100.019966	100.019493	100.015594	100.01963	100.019768	100.017151	100.020454	100.019966	100.020508	100.024208	100.020393	100.022995	100.016617	100.01786	100.019264	100.013313	100.024475	100.022995	100.01857	100.016808	100.017441	100.018944	100.021149	100.023888	100.019363	100.018204	100.015953	100.014343	100.01384	100.017166	100.016045	100.016045	100.018799	100.017151	100.019981	100.017296	100.020027	100.021042
751	100.011597	99.999062	99.998627	99.998413	100.005341	100.003906	100.006889	100.011864	100.007309	100.01326	100.009552	100.013748	100.013229	100.012444	100.016533	100.015709	100.014755	100.009682	100.016472	100.016701	100.014618	100.01683	100.014069	100.019684	100.019516	100.016403	100.018547	100.020233	100.017845	100.020615	100.019684	100.020241	100.022736	100.020203	100.023987	100.017204	100.019028	100.019226	100.013603	100.021812	100.023293	100.019547	100.017967	100.016403	100.018867	100.020943	100.023064	100.018501	100.018097	100.015579	100.014481	100.0149	100.016449	100.014816	100.016319	100.018402	100.017075	100.018288	100.018204	100.020889	100.020836
752	100.012085	99.998421	99.998512	99.998405	100.005135	100.002899	100.007294	100.011848	100.006699	100.011482	100.007866	100.012756	100.012924	100.013664	100.015167	100.015816	100.014862	100.010406	100.017258	100.015732	100.014496	100.016724	100.014702	100.019394	100.019539	100.017227	100.017479	100.020706	100.018539	100.020775	100.019394	100.019989	100.021255	100.020027	100.024986	100.017799	100.020203	100.019196	100.013901	100.019142	100.02359	100.020538	100.019142	100.015388	100.018814	100.020767	100.022255	100.017639	100.017998	100.015221	100.014626	100.015976	100.015747	100.013588	100.016594	100.018021	100.017014	100.016609	100.019135	100.021744	100.02066
753	100.012573	99.99778	99.998421	99.998405	100.004936	100.001884	100.007698	100.011826	100.006081	100.009705	100.006165	100.01178	100.012611	100.0149	100.013771	100.015938	100.014984	100.011147	100.018059	100.014755	100.014389	100.016632	100.01532	100.019112	100.019585	100.018059	100.01638	100.02121	100.019249	100.020943	100.019112	100.019745	100.019753	100.019836	100.026001	100.018417	100.0214	100.019165	100.014206	100.016464	100.023903	100.02153	100.02034	100.014351	100.018753	100.020584	100.021431	100.016762	100.017906	100.014862	100.014771	100.017044	100.01503	100.01236	100.016876	100.017639	100.016937	100.0149	100.020065	100.022614	100.02047
754	100.012184	99.998306	99.999161	99.998352	100.004318	100.002205	100.007423	100.010994	100.006035	100.010048	100.006996	100.012825	100.012657	100.014793	100.013412	100.014961	100.014114	100.012184	100.017548	100.014999	100.013992	100.015976	100.015594	100.017754	100.019096	100.017296	100.016365	100.019516	100.019775	100.019905	100.019455	100.019157	100.019051	100.019241	100.025955	100.018921	100.021072	100.020088	100.013687	100.017097	100.023293	100.020241	100.020042	100.014458	100.018265	100.021454	100.020912	100.016556	100.016449	100.014946	100.014626	100.01664	100.015549	100.013329	100.016167	100.017776	100.016975	100.016357	100.020027	100.022873	100.020157
755	100.011574	99.999115	100.000092	99.998276	100.003586	100.002823	100.007011	100.009964	100.006119	100.010895	100.008415	100.01432	100.012764	100.014404	100.01326	100.013733	100.013008	100.01329	100.016739	100.015511	100.013527	100.015198	100.01577	100.016144	100.018486	100.016151	100.016579	100.017334	100.020264	100.0186	100.019943	100.018486	100.018501	100.018539	100.02565	100.019417	100.020409	100.021217	100.012955	100.018478	100.022484	100.018402	100.019394	100.014839	100.017693	100.022568	100.020432	100.016487	100.014664	100.015129	100.014435	100.0159	100.016342	100.014793	100.015221	100.018036	100.017036	100.018539	100.019775	100.02298	100.019814
756	100.010979	99.999916	100.001038	99.998199	100.002861	100.003456	100.006577	100.008926	100.00621	100.011742	100.009834	100.015816	100.012878	100.013992	100.013115	100.012497	100.011887	100.014412	100.01593	100.016006	100.013062	100.014412	100.015961	100.014519	100.017883	100.015022	100.016808	100.015137	100.020752	100.017273	100.020447	100.017799	100.017952	100.017822	100.025368	100.019905	100.019745	100.022362	100.012222	100.019875	100.021652	100.016571	100.018761	100.015213	100.01712	100.023674	100.019966	100.016418	100.012878	100.01532	100.014221	100.015152	100.017143	100.016258	100.014267	100.018295	100.017097	100.020744	100.019524	100.023102	100.01947
757	100.010933	99.999001	99.99968	99.998055	100.001671	100.003067	100.005363	100.007607	100.005829	100.010529	100.010086	100.014961	100.012741	100.013145	100.013557	100.011696	100.010849	100.013794	100.015083	100.015869	100.012627	100.013115	100.015709	100.013992	100.017235	100.014771	100.016495	100.014641	100.020432	100.017128	100.020424	100.017639	100.017677	100.017189	100.024673	100.019691	100.018394	100.022377	100.011826	100.020424	100.020744	100.016747	100.018013	100.015167	100.017151	100.023285	100.02005	100.016357	100.012268	100.015808	100.014732	100.014839	100.017227	100.01651	100.013611	100.01799	100.01696	100.020836	100.019119	100.023804	100.020004
758	100.011459	99.996292	99.995926	99.997818	100.000015	100.00161	100.003342	100.005974	100.004974	100.007141	100.009109	100.011635	100.01236	100.011826	100.014618	100.011383	100.009872	100.01136	100.014198	100.015045	100.012207	100.011269	100.015022	100.014626	100.016579	100.015434	100.015656	100.01593	100.019241	100.018242	100.019882	100.018036	100.017715	100.016632	100.023605	100.018753	100.016342	100.021217	100.011765	100.020111	100.019745	100.019058	100.017166	100.014664	100.017868	100.021317	100.020744	100.016319	100.012901	100.016655	100.015984	100.014984	100.016533	100.015465	100.013229	100.017075	100.01664	100.018738	100.01857	100.025131	100.021484
759	100.011978	99.993568	99.992165	99.997589	99.998344	100.000145	100.001289	100.004326	100.004112	100.003746	100.008133	100.008286	100.011978	100.010506	100.015678	100.011063	100.008896	100.008926	100.01329	100.014221	100.011803	100.009407	100.014328	100.015282	100.015938	100.016113	100.014793	100.017227	100.018036	100.019348	100.019333	100.018417	100.017754	100.016068	100.022507	100.017807	100.014282	100.020065	100.011719	100.019791	100.018738	100.021385	100.016312	100.014175	100.0186	100.019333	100.021431	100.016281	100.013542	100.017502	100.017258	100.015137	100.015854	100.014412	100.012863	100.016151	100.016312	100.016617	100.018021	100.026466	100.022957
760	100.012329	99.991776	99.989441	99.997231	99.997063	99.999084	99.99971	100.002983	100.003578	100.001099	100.007378	100.00589	100.011864	100.009712	100.016663	100.010788	100.008438	100.006996	100.012657	100.013504	100.011589	100.00808	100.013992	100.01577	100.015602	100.016716	100.014236	100.018272	100.017097	100.020363	100.018753	100.018654	100.017944	100.01564	100.021805	100.017227	100.012817	100.01918	100.011917	100.019226	100.018036	100.023033	100.01564	100.013939	100.018929	100.018013	100.02198	100.016495	100.01416	100.01812	100.018143	100.015305	100.015282	100.013733	100.012573	100.015678	100.015999	100.015045	100.017906	100.027313	100.024139
761	100.011681	99.994812	99.992279	99.996262	99.997742	100.00013	100.000595	100.003227	100.004745	100.002525	100.007797	100.008545	100.013016	100.011803	100.017258	100.010681	100.010719	100.007774	100.013367	100.01339	100.012421	100.009537	100.015533	100.015533	100.016975	100.016869	100.015282	100.018051	100.017586	100.020836	100.018021	100.018074	100.019005	100.015961	100.02314	100.018539	100.014435	100.019775	100.013519	100.017456	100.018951	100.021133	100.01593	100.015068	100.01725	100.020157	100.021744	100.018013	100.014748	100.017525	100.017059	100.015488	100.015381	100.015045	100.012794	100.017479	100.015831	100.016281	100.019981	100.025597	100.023735
762	100.01104	99.997864	99.995125	99.9953	99.998428	100.00119	100.001488	100.003471	100.005913	100.00396	100.008217	100.011215	100.014198	100.013885	100.017845	100.010597	100.012993	100.008568	100.014069	100.013268	100.01326	100.010994	100.017075	100.015297	100.018356	100.017036	100.016319	100.017822	100.018074	100.021301	100.017296	100.017479	100.020065	100.016281	100.024475	100.019875	100.016068	100.020386	100.015114	100.015663	100.019882	100.019226	100.016228	100.016212	100.015556	100.022301	100.021484	100.019524	100.015327	100.01693	100.015961	100.015663	100.015465	100.016342	100.012993	100.019287	100.015656	100.017525	100.022064	100.02388	100.023331
763	100.010368	100.000954	99.997993	99.994316	99.999123	100.002251	100.002396	100.003723	100.007095	100.005402	100.008652	100.013908	100.015381	100.015999	100.018456	100.010506	100.015305	100.009369	100.014786	100.013145	100.014099	100.012459	100.018623	100.015053	100.019753	100.017189	100.01738	100.017586	100.01857	100.021782	100.016556	100.016869	100.021133	100.016617	100.025833	100.021194	100.017723	100.020981	100.016739	100.013878	100.020813	100.017296	100.01651	100.017357	100.013855	100.024483	100.021233	100.021065	100.0159	100.016319	100.014862	100.015869	100.015556	100.017677	100.013206	100.021111	100.015472	100.018784	100.024162	100.022141	100.022911
764	100.010429	100.001335	99.998947	99.995224	99.999535	100.002823	100.004669	100.006332	100.008263	100.007294	100.009964	100.01458	100.015274	100.017273	100.0177	100.013008	100.017479	100.011444	100.016556	100.015511	100.016823	100.015495	100.019745	100.016594	100.022232	100.019196	100.019135	100.019112	100.020309	100.022507	100.018776	100.019501	100.022293	100.019562	100.027489	100.022034	100.019966	100.021484	100.017715	100.015686	100.021614	100.019241	100.019562	100.018707	100.015625	100.025345	100.022423	100.022797	100.017975	100.018082	100.016953	100.0168	100.016808	100.019905	100.01638	100.022949	100.017616	100.019714	100.025047	100.02459	100.024269
765	100.010635	100.00119	99.99955	99.996513	99.999901	100.003304	100.00721	100.009415	100.009407	100.009285	100.011467	100.014854	100.014915	100.018394	100.016693	100.016006	100.01963	100.013779	100.018547	100.018356	100.019905	100.018845	100.020767	100.018478	100.024948	100.021553	100.021027	100.020966	100.022316	100.02327	100.021576	100.022766	100.02346	100.023033	100.029221	100.022758	100.022339	100.021935	100.01857	100.018204	100.022377	100.02195	100.023163	100.020111	100.018074	100.025963	100.023903	100.024559	100.02034	100.020302	100.019684	100.017883	100.018295	100.022339	100.020149	100.024796	100.020203	100.020576	100.025688	100.027885	100.026001
766	100.010834	100.001076	100.000153	99.997803	100.000275	100.003792	100.009789	100.012543	100.01059	100.011299	100.012985	100.015137	100.014565	100.019539	100.015678	100.019051	100.021812	100.016144	100.020554	100.02124	100.023033	100.022232	100.021812	100.020386	100.027679	100.023941	100.022934	100.022842	100.024345	100.024055	100.024399	100.02607	100.024651	100.026527	100.03096	100.023521	100.024712	100.022423	100.019432	100.020744	100.023163	100.024673	100.026794	100.021515	100.020554	100.026581	100.025391	100.02636	100.022713	100.022552	100.022423	100.01899	100.019798	100.024811	100.023941	100.026642	100.022827	100.021446	100.02636	100.031197	100.027725
