[HEADER]
Format	J&M ASCII Table
Comment	COA_01_P.00039_HAL03-noFilter_UVIR600um2-UV400um0.5_24mm
Date	25/09/2024 10:55:59
Order	Y (evenX)
TechType	UV
NumPoints	841
FirstX	304
LastX	1144
XType	nm
YType	Transmission
ZType	s
NumSubFile	61
Matrix	Z vs X
[LOGIN]
Name=JM
[INSTRUMENT]
Name=TIDAS S
Detector=MMS - ASPEN 97,5 kHz
Diodearray=256 Pixel
Serial#=39059
Calibrated=2016-03-14
Range=303.56-1144.49 [nm] (F0)

SWVersion=v3.22.6 (build 0)
[CONFIG]
ChannelName=Result
ChannelType=Normalized
[PARAMETER]
It=91.00
Aver=20
Norm=1
Range=304.0-1144.0 nm
Scan=Single
[TRIGGER]
Sweep=0
Scan=0
[DIO]
DigOut=0x0000
DigIn=0x0000
[DATA]
	00:00:00.000	00:00:23.187	00:00:46.395	00:01:09.558	00:01:32.735	00:01:55.916	00:02:19.089	00:02:42.268	00:03:05.440	00:03:28.813	00:03:51.988	00:04:15.165	00:04:38.342	00:05:01.715	00:05:24.888	00:05:48.077	00:06:11.445	00:06:34.830	00:06:58.002	00:07:21.179	00:07:44.358	00:08:07.535	00:08:30.720	00:08:53.895	00:09:17.274	00:09:40.449	00:10:03.630	00:10:26.802	00:10:49.983	00:11:13.365	00:11:36.744	00:11:59.922	00:12:23.095	00:12:46.275	00:13:09.652	00:13:33.038	00:13:56.215	00:14:19.391	00:14:42.571	00:15:05.745	00:15:29.131	00:15:52.309	00:16:15.484	00:16:38.660	00:17:01.839	00:17:25.021	00:17:48.197	00:18:11.367	00:18:34.739	00:18:58.108	00:19:21.291	00:19:44.471	00:20:07.645	00:20:30.821	00:20:54.008	00:21:17.188	00:21:40.360	00:22:03.541	00:22:26.719	00:22:49.898	00:23:13.069
485	100.012436	99.963913	99.979416	99.978508	99.988014	100.000671	99.999245	100.009262	100.008896	100.013969	100.018539	100.025223	100.032578	100.038132	100.045692	100.051407	100.050964	100.064514	100.066925	100.06913	100.070801	100.075768	100.077568	100.082954	100.084389	100.086174	100.091232	100.090317	100.100182	100.101784	100.102127	100.104797	100.107719	100.109634	100.119019	100.117447	100.111298	100.12561	100.125694	100.126389	100.131538	100.139893	100.134506	100.135246	100.140678	100.139938	100.142136	100.140343	100.145744	100.148071	100.149445	100.151947	100.151703	100.147339	100.153984	100.160263	100.156113	100.16333	100.168457	100.169983	100.163879
486	100.010811	99.963127	99.978874	99.975655	99.986954	99.995491	99.997215	100.007118	100.005615	100.010994	100.013817	100.023949	100.029602	100.035652	100.042984	100.045517	100.047134	100.062859	100.064178	100.067558	100.068596	100.072083	100.075211	100.077698	100.083076	100.083076	100.089691	100.087311	100.096146	100.097153	100.096581	100.100853	100.100769	100.105988	100.115822	100.116669	100.108269	100.122833	100.122627	100.124374	100.126434	100.134483	100.13176	100.131653	100.135406	100.136147	100.139938	100.136414	100.141815	100.146881	100.147453	100.148369	100.147713	100.143036	100.147774	100.157867	100.150299	100.159264	100.166107	100.167107	100.159958
487	100.015175	99.966644	99.980576	99.980476	99.989357	99.996742	100.000801	100.009384	100.007332	100.013054	100.019691	100.028252	100.031136	100.039803	100.044548	100.048218	100.050697	100.06366	100.065804	100.071907	100.071014	100.076546	100.078285	100.082146	100.084221	100.086105	100.090935	100.090553	100.098885	100.099014	100.100945	100.104836	100.104729	100.108925	100.117264	100.117645	100.111496	100.123611	100.125137	100.125732	100.129906	100.135353	100.133873	100.135101	100.13623	100.138496	100.143135	100.139938	100.143494	100.147995	100.14846	100.147293	100.147614	100.147568	100.150978	100.159538	100.152252	100.161728	100.166367	100.166145	100.162491
488	100.020348	99.970718	99.982574	99.986359	99.992241	99.998924	100.005135	100.012268	100.009743	100.015831	100.027039	100.033279	100.033295	100.044868	100.04673	100.05217	100.055313	100.064812	100.068031	100.077057	100.074089	100.082108	100.082108	100.087952	100.085709	100.090004	100.092567	100.094673	100.102577	100.101814	100.106682	100.109901	100.110229	100.112793	100.119385	100.118851	100.115623	100.124893	100.128426	100.127556	100.134598	100.137138	100.13665	100.139526	100.137947	100.141701	100.147057	100.144531	100.145958	100.149467	100.149918	100.146606	100.148117	100.153313	100.15551	100.161766	100.155342	100.165115	100.167015	100.165474	100.165939
489	100.025429	99.974731	99.984535	99.992111	99.995056	100.00106	100.009407	100.015083	100.0121	100.018547	100.034225	100.038216	100.035416	100.049828	100.048851	100.05603	100.059822	100.065926	100.070213	100.082085	100.077103	100.087585	100.085869	100.093628	100.087166	100.093803	100.094162	100.098717	100.106194	100.104546	100.11232	100.114883	100.115608	100.116577	100.12146	100.120041	100.119652	100.126175	100.13163	100.129333	100.139191	100.138901	100.139366	100.14386	100.139633	100.144867	100.150909	100.149025	100.148376	100.150887	100.151337	100.145935	100.148598	100.158951	100.159966	100.163963	100.158356	100.168442	100.167641	100.164818	100.169327
490	100.025108	99.976074	99.98468	99.994698	99.995224	100.003052	100.010994	100.014206	100.013245	100.018547	100.036026	100.037338	100.036728	100.049118	100.049805	100.057411	100.061729	100.064957	100.069679	100.083313	100.078178	100.088585	100.086555	100.093636	100.086037	100.094948	100.094017	100.098778	100.105667	100.10463	100.112679	100.11599	100.116287	100.117584	100.120399	100.118195	100.120186	100.125328	100.131157	100.129768	100.139847	100.138298	100.139168	100.143906	100.13945	100.145187	100.151024	100.147804	100.146164	100.149628	100.150742	100.144768	100.14801	100.159309	100.160492	100.163864	100.15963	100.167549	100.167099	100.163269	100.170006
491	100.020157	99.975151	99.983284	99.994537	99.993118	100.004913	100.010284	100.010178	100.013313	100.016228	100.033203	100.031487	100.037323	100.043533	100.049744	100.056664	100.061417	100.062202	100.066818	100.081268	100.077591	100.085739	100.084602	100.088799	100.082672	100.093796	100.0924	100.095436	100.101593	100.102448	100.108543	100.113762	100.112915	100.116226	100.116661	100.113739	100.117722	100.122681	100.127518	100.129028	100.137138	100.135658	100.136459	100.140289	100.137672	100.143097	100.147942	100.141739	100.139954	100.146088	100.148392	100.143143	100.1465	100.155136	100.157639	100.161804	100.159431	100.163033	100.165543	100.160942	100.168358
492	100.015305	99.974243	99.981895	99.994385	99.991051	100.006721	100.009598	100.00621	100.01339	100.013947	100.030434	100.025726	100.03791	100.038078	100.049683	100.055946	100.061119	100.059494	100.064003	100.079254	100.077011	100.082947	100.082695	100.084053	100.079369	100.092659	100.090813	100.092148	100.097588	100.100304	100.104477	100.111595	100.109612	100.114891	100.112984	100.109352	100.115311	100.120079	100.12394	100.128304	100.134483	100.133087	100.133812	100.136719	100.135948	100.141052	100.144897	100.135757	100.133873	100.142624	100.146088	100.141563	100.145004	100.151047	100.154861	100.159775	100.159218	100.158607	100.164017	100.158653	100.16674
493	100.012138	99.974266	99.982262	99.994728	99.99086	100.008713	100.00985	100.004517	100.014557	100.013794	100.028694	100.022598	100.038826	100.034882	100.050316	100.055885	100.061623	100.058472	100.062737	100.078217	100.077354	100.081726	100.08197	100.081543	100.078186	100.092255	100.091049	100.09037	100.095543	100.09967	100.102386	100.110733	100.108406	100.114891	100.111115	100.107513	100.114227	100.118637	100.122002	100.128891	100.13356	100.131676	100.132767	100.13472	100.135361	100.140068	100.14299	100.132385	100.130569	100.140869	100.145462	100.141289	100.144814	100.148705	100.153603	100.159386	100.159492	100.156364	100.1632	100.158287	100.166229
494	100.015495	99.978043	99.989616	99.997063	99.998215	100.011513	100.013863	100.011742	100.020126	100.022171	100.030983	100.029778	100.041023	100.040581	100.053802	100.058449	100.065315	100.064087	100.067673	100.081039	100.081429	100.086746	100.085937	100.087799	100.085327	100.094688	100.098595	100.09446	100.101219	100.104973	100.108063	100.115082	100.115524	100.120255	100.116325	100.115692	100.118423	100.121674	100.126442	100.13472	100.139603	100.134865	100.138107	100.138786	100.139366	100.143303	100.145424	100.139153	100.138214	100.145935	100.151398	100.146294	100.149704	100.153175	100.158356	100.165451	100.161705	100.162796	100.165115	100.165543	100.170074
495	100.018784	99.981728	99.996834	99.999352	100.005409	100.014259	100.017822	100.018822	100.025574	100.030388	100.033226	100.036835	100.043175	100.046173	100.057182	100.060966	100.068924	100.069595	100.072495	100.083794	100.085411	100.09166	100.089821	100.093933	100.092331	100.097069	100.106003	100.098465	100.106789	100.110176	100.113632	100.119362	100.12252	100.125519	100.121429	100.123718	100.12252	100.124657	100.130806	100.140427	100.145546	100.13797	100.143326	100.142792	100.143288	100.146484	100.147804	100.145805	100.145706	100.150894	100.157227	100.151192	100.15451	100.157547	100.163017	100.17141	100.163879	100.169098	100.166992	100.172676	100.173859
496	100.022034	99.985352	100.003937	100.00161	100.012497	100.016953	100.021721	100.025772	100.030937	100.038467	100.035439	100.043762	100.045303	100.051674	100.060532	100.063446	100.072479	100.075005	100.077248	100.08651	100.089355	100.096497	100.093651	100.099968	100.09922	100.099419	100.113281	100.102402	100.112244	100.115295	100.119102	100.123558	100.129387	100.130699	100.126442	100.131607	100.126579	100.127602	100.135109	100.146042	100.151375	100.141052	100.14846	100.146721	100.147156	100.149605	100.150154	100.152351	100.153076	100.155785	100.162949	100.156006	100.159225	100.16185	100.167595	100.177261	100.166008	100.175301	100.168846	100.179672	100.177574
497	100.021782	99.988617	100.005318	100.001404	100.01342	100.016739	100.024124	100.025536	100.030197	100.039627	100.037292	100.046349	100.045135	100.052734	100.062325	100.065247	100.073753	100.075043	100.077988	100.085426	100.088943	100.096642	100.095474	100.100029	100.097656	100.097931	100.112137	100.104164	100.112892	100.115097	100.119034	100.123871	100.128761	100.12999	100.127708	100.132957	100.128304	100.130203	100.135208	100.144722	100.151978	100.142143	100.148582	100.147011	100.148186	100.151382	100.151108	100.153419	100.152634	100.156281	100.1623	100.157204	100.159622	100.161621	100.167892	100.176132	100.16774	100.176407	100.169518	100.17791	100.178253
498	100.021004	99.99176	100.005768	100.000832	100.013351	100.016083	100.026283	100.024155	100.028519	100.039673	100.03904	100.048218	100.044617	100.053093	100.063828	100.06691	100.074661	100.074219	100.078079	100.083733	100.08786	100.096046	100.096962	100.099144	100.09478	100.095879	100.109688	100.105576	100.112762	100.114059	100.11808	100.123558	100.126961	100.128365	100.128365	100.13324	100.129662	100.132713	100.134659	100.142311	100.151764	100.142906	100.147888	100.146713	100.148758	100.152931	100.151848	100.153641	100.15097	100.156082	100.160645	100.157822	100.159332	100.160667	100.167511	100.173904	100.169373	100.176689	100.169991	100.174782	100.178467
499	100.020233	99.994835	100.00621	100.000259	100.013283	100.015411	100.028381	100.022781	100.026855	100.039711	100.040771	100.050041	100.044106	100.053429	100.0653	100.068535	100.075516	100.073418	100.078163	100.082085	100.086784	100.095451	100.098419	100.098274	100.091949	100.093857	100.107277	100.106941	100.112617	100.113037	100.117134	100.123238	100.125183	100.126755	100.128998	100.13353	100.130966	100.135185	100.134125	100.139938	100.15155	100.143646	100.147209	100.146416	100.149323	100.154449	100.152565	100.153839	100.149323	100.155876	100.159035	100.158401	100.159035	100.159744	100.167145	100.171722	100.170959	100.176964	100.170471	100.171722	100.178673
500	100.019836	99.997917	100.006958	100.001671	100.01339	100.016388	100.029495	100.02388	100.028381	100.040199	100.042519	100.050713	100.045204	100.054779	100.067078	100.069977	100.075279	100.075447	100.08007	100.084152	100.087807	100.09642	100.099274	100.09861	100.093117	100.095512	100.107231	100.108887	100.114021	100.114311	100.118706	100.124184	100.125031	100.127838	100.130669	100.133774	100.133041	100.136253	100.135651	100.139847	100.151169	100.14576	100.148026	100.147888	100.150597	100.155243	100.154564	100.15451	100.150314	100.157417	100.159546	100.159584	100.158951	100.160553	100.166939	100.17099	100.17215	100.177635	100.172302	100.172256	100.180267
501	100.019791	100.000977	100.007973	100.004814	100.013664	100.018822	100.029709	100.02713	100.032745	100.041069	100.044289	100.050377	100.047729	100.057007	100.069107	100.071243	100.074051	100.079987	100.083603	100.089516	100.090698	100.098778	100.099586	100.100037	100.097832	100.100433	100.109276	100.111351	100.116791	100.117622	100.122513	100.126221	100.126328	100.131294	100.133255	100.133987	100.135765	100.136078	100.139023	100.141762	100.150642	100.149071	100.150154	100.15094	100.152519	100.155411	100.157715	100.155579	100.153641	100.160469	100.16198	100.161278	100.159073	100.162903	100.166916	100.171577	100.172974	100.178635	100.175385	100.176003	100.183128
502	100.019753	100.003967	100.008965	100.007889	100.013924	100.02121	100.029907	100.030304	100.037018	100.041924	100.046005	100.050041	100.050186	100.059189	100.071083	100.072479	100.072845	100.08445	100.087044	100.094757	100.093506	100.101089	100.099899	100.101425	100.10244	100.105247	100.111282	100.113747	100.119492	100.120857	100.126228	100.128212	100.127602	100.134674	100.135765	100.134216	100.138435	100.13591	100.142311	100.143639	100.150131	100.152313	100.152229	100.153908	100.154388	100.155571	100.160805	100.156639	100.156876	100.16346	100.164352	100.162933	100.159195	100.165199	100.16687	100.17215	100.173775	100.179604	100.178383	100.179649	100.185921
503	100.01947	100.005981	100.00914	100.0103	100.014023	100.022827	100.029877	100.032555	100.040184	100.042427	100.047028	100.049522	100.051865	100.060638	100.072563	100.073174	100.071838	100.087723	100.089622	100.098488	100.095512	100.102493	100.099899	100.102425	100.105667	100.108627	100.11274	100.115158	100.120842	100.122925	100.128845	100.129715	100.128387	100.136803	100.137482	100.134125	100.140205	100.13578	100.1446	100.144531	100.149139	100.154198	100.153305	100.15609	100.155685	100.155579	100.162758	100.157036	100.158752	100.165329	100.165985	100.163589	100.159523	100.166412	100.166389	100.172592	100.174507	100.180031	100.18042	100.182045	100.187447
504	100.018158	100.003906	100.005928	100.009987	100.013367	100.021431	100.028839	100.03096	100.038895	100.041473	100.045074	100.048187	100.050316	100.05909	100.071976	100.071571	100.071609	100.08625	100.088707	100.096046	100.094162	100.100182	100.098549	100.101807	100.103249	100.106049	100.111923	100.112381	100.116524	100.120232	100.1269	100.129227	100.127136	100.133751	100.135956	100.13269	100.138283	100.135719	100.142799	100.141266	100.146042	100.150452	100.150093	100.155022	100.154556	100.154984	100.160072	100.154602	100.154831	100.162552	100.164619	100.160011	100.160873	100.163101	100.164017	100.172485	100.175011	100.178108	100.178513	100.17923	100.183678
505	100.016876	100.001884	100.002762	100.009682	100.012718	100.020042	100.027832	100.029411	100.037643	100.040527	100.043152	100.04686	100.048813	100.057579	100.071404	100.070023	100.071396	100.084793	100.087807	100.093666	100.09285	100.097916	100.097237	100.101212	100.100883	100.103531	100.111137	100.109673	100.112305	100.117599	100.124977	100.128731	100.125923	100.13076	100.134445	100.131287	100.136398	100.135674	100.141037	100.138069	100.143028	100.146782	100.146957	100.153961	100.153442	100.154404	100.157455	100.152222	100.150978	100.159836	100.163254	100.156525	100.162186	100.159859	100.161697	100.172363	100.175499	100.176254	100.176636	100.176476	100.180008
506	100.01564	99.999916	99.999702	100.009392	100.012115	100.018707	100.026855	100.027893	100.03643	100.039627	100.04129	100.045586	100.04734	100.056114	100.070847	100.068512	100.071182	100.083374	100.086929	100.091347	100.091568	100.095711	100.095955	100.100616	100.098595	100.101089	100.110367	100.107025	100.108208	100.115036	100.123131	100.128258	100.124741	100.127861	100.13298	100.129929	100.134575	100.135635	100.13932	100.134956	100.140083	100.143227	100.143906	100.152946	100.152374	100.153824	100.1549	100.149902	100.147263	100.157204	100.161957	100.153122	100.16346	100.156715	100.159431	100.172256	100.175987	100.174423	100.17482	100.173805	100.176414
507	100.017258	100.001335	100.002396	100.010277	100.012001	100.019325	100.026939	100.029266	100.03537	100.0392	100.042412	100.046837	100.049576	100.056335	100.070801	100.070549	100.07151	100.082954	100.086639	100.091537	100.090096	100.095596	100.094627	100.099579	100.097229	100.101006	100.108513	100.106659	100.10965	100.114616	100.122246	100.126801	100.123131	100.127533	100.130615	100.128403	100.132355	100.135384	100.138351	100.134552	100.140213	100.142647	100.143501	100.151443	100.151024	100.153526	100.154099	100.148285	100.146461	100.155731	100.158905	100.153351	100.160469	100.156113	100.158524	100.170181	100.173332	100.171783	100.17173	100.172081	100.175819
508	100.019348	100.003311	100.006035	100.011353	100.012001	100.020264	100.027229	100.031128	100.034355	100.038849	100.044037	100.048508	100.052437	100.056877	100.070847	100.073151	100.071945	100.082718	100.086449	100.092186	100.088646	100.095833	100.09333	100.098488	100.096062	100.101341	100.106522	100.106689	100.11203	100.114594	100.121544	100.125214	100.121475	100.127647	100.128128	100.1269	100.130127	100.135124	100.137543	100.134636	100.140884	100.142609	100.143562	100.149879	100.149643	100.153282	100.15361	100.146828	100.14621	100.15451	100.15564	100.154221	100.156784	100.155998	100.157867	100.167809	100.170181	100.169052	100.168488	100.170563	100.175751
509	100.021385	100.005249	100.009575	100.012398	100.012001	100.021194	100.027512	100.032951	100.033394	100.038528	100.045609	100.05014	100.055222	100.057396	100.070892	100.075699	100.072357	100.082481	100.086281	100.092804	100.087234	100.096085	100.092079	100.097427	100.094925	100.101677	100.104591	100.106728	100.114357	100.114586	100.120888	100.123665	100.119888	100.127777	100.125732	100.125458	100.127968	100.134872	100.136772	100.134705	100.141541	100.142586	100.143639	100.148392	100.148308	100.153053	100.15316	100.145432	100.145973	100.153328	100.152466	100.155067	100.153206	100.155899	100.157234	100.165512	100.167145	100.166389	100.165352	100.169098	100.17569
510	100.02227	100.006401	100.011154	100.01223	100.01265	100.022377	100.028137	100.033417	100.033554	100.038673	100.045433	100.050209	100.056564	100.057434	100.070724	100.0756	100.072815	100.081718	100.085602	100.091934	100.087189	100.095116	100.091843	100.097206	100.09481	100.101555	100.104233	100.10643	100.11451	100.115059	100.120293	100.122322	100.118782	100.126038	100.124321	100.124779	100.126991	100.133682	100.136055	100.134697	100.140808	100.141884	100.142967	100.146172	100.146805	100.150719	100.151535	100.143799	100.14563	100.151657	100.150513	100.153854	100.150009	100.154671	100.155365	100.163673	100.164284	100.164726	100.163437	100.167885	100.174225
511	100.022087	100.006844	100.010933	100.010933	100.013885	100.023781	100.029083	100.032639	100.034798	100.039246	100.043617	100.048866	100.05661	100.057045	100.070335	100.073067	100.073288	100.080475	100.08445	100.089684	100.088417	100.093018	100.092567	100.097725	100.095657	100.101006	100.105354	100.105797	100.112656	100.116013	100.119797	100.121132	100.118126	100.122559	100.123856	100.124832	100.127121	100.131645	100.135406	100.134598	100.138809	100.140556	100.141632	100.143288	100.145134	100.146446	100.148842	100.141975	100.14521	100.149551	100.149704	100.150696	100.147179	100.152412	100.152351	100.162292	100.161598	100.163948	100.162636	100.166916	100.171455
512	100.021912	100.007263	100.010704	100.009666	100.015091	100.025154	100.030006	100.031891	100.036003	100.039803	100.041855	100.047539	100.056648	100.056648	100.069939	100.070595	100.073753	100.079262	100.083336	100.087486	100.0896	100.090981	100.093269	100.098251	100.096466	100.100479	100.106445	100.105217	100.110855	100.116936	100.119293	100.119995	100.117508	100.119194	100.123405	100.124893	100.127258	100.129662	100.134789	100.134514	100.136879	100.139282	100.140335	100.140503	100.143524	100.142303	100.146233	100.140205	100.144806	100.147507	100.148903	100.147644	100.144447	100.150215	100.149429	100.160942	100.159012	100.163208	100.161865	100.165977	100.168762
513	100.021431	100.007141	100.010391	100.008514	100.016144	100.02581	100.030228	100.031029	100.036774	100.040009	100.04039	100.046448	100.05616	100.056007	100.069069	100.068214	100.073517	100.077774	100.081696	100.085281	100.08979	100.088799	100.093246	100.098	100.096497	100.099419	100.106689	100.104126	100.108826	100.116753	100.117996	100.118279	100.116478	100.115921	100.12236	100.124107	100.126495	100.12735	100.133308	100.133575	100.134483	100.137543	100.138565	100.137749	100.141525	100.138237	100.143364	100.13784	100.143692	100.145294	100.147293	100.144852	100.141884	100.147675	100.146355	100.158989	100.156128	100.161697	100.159851	100.164207	100.165833
514	100.01947	100.004433	100.009575	100.007759	100.016533	100.023163	100.027145	100.029564	100.035568	100.03849	100.040092	100.046204	100.053116	100.054085	100.06572	100.065887	100.069893	100.074791	100.077377	100.082733	100.085342	100.085579	100.089813	100.094017	100.092865	100.095734	100.103088	100.100616	100.105537	100.111305	100.11274	100.113617	100.113426	100.112679	100.118347	100.11927	100.121399	100.12326	100.127708	100.128471	100.129616	100.133392	100.134407	100.134811	100.137459	100.134125	100.138855	100.132416	100.13913	100.142036	100.141563	100.143028	100.139832	100.143158	100.142159	100.153938	100.151512	100.156281	100.151787	100.158356	100.161377
515	100.017548	100.001816	100.008759	100.007042	100.016914	100.020584	100.024162	100.028137	100.034401	100.037025	100.039803	100.045967	100.050179	100.052223	100.062477	100.063644	100.066376	100.071892	100.073196	100.080261	100.081039	100.082466	100.086487	100.090179	100.089325	100.092163	100.099609	100.097214	100.102364	100.106033	100.107643	100.109116	100.110474	100.109528	100.114464	100.114563	100.11647	100.119308	100.122276	100.123528	100.124908	100.129364	100.130371	100.131966	100.13353	100.130142	100.134491	100.127159	100.134727	100.138878	100.136009	100.141235	100.137863	100.138786	100.138092	100.149033	100.147072	100.151047	100.143967	100.152679	100.157059
516	100.015709	99.999275	100.007988	100.00634	100.017296	100.018097	100.021294	100.026764	100.033279	100.035622	100.03952	100.045738	100.047325	100.050423	100.059334	100.061455	100.062981	100.069092	100.069138	100.077881	100.076866	100.079468	100.083267	100.086449	100.085915	100.088707	100.096222	100.093925	100.099289	100.100937	100.102707	100.104752	100.107613	100.106491	100.11071	100.110016	100.111702	100.115463	100.11702	100.118744	100.120338	100.125481	100.126457	100.129211	100.129715	100.126289	100.130272	100.12207	100.130447	100.135818	100.13063	100.139526	100.135948	100.134537	100.134155	100.144287	100.142738	100.145981	100.136414	100.147202	100.152878
517	100.017342	99.99971	100.00666	100.006851	100.015915	100.018967	100.022758	100.027046	100.033783	100.034729	100.040565	100.045334	100.048355	100.050377	100.06002	100.061081	100.066185	100.070236	100.069954	100.07827	100.076904	100.080322	100.083801	100.087669	100.085579	100.089088	100.095322	100.093819	100.098587	100.101486	100.102745	100.106445	100.108673	100.107742	100.110649	100.109886	100.113785	100.115143	100.117317	100.119293	100.122307	100.124428	100.126358	100.129105	100.129662	100.127449	100.131516	100.122437	100.129402	100.134598	100.132683	100.13752	100.136093	100.134636	100.13472	100.142921	100.141907	100.145851	100.13797	100.146461	100.152718
518	100.019623	100.000717	100.005272	100.007607	100.014221	100.020454	100.025047	100.027641	100.034607	100.033951	100.04184	100.044922	100.050117	100.050674	100.061455	100.061058	100.070595	100.072113	100.071693	100.079201	100.077759	100.081947	100.085068	100.089821	100.085869	100.090218	100.094925	100.094353	100.098373	100.103127	100.103737	100.109276	100.110474	100.109795	100.111328	100.110626	100.117172	100.115501	100.118683	100.120865	100.125504	100.123962	100.127007	100.129524	100.130356	100.129547	100.133789	100.123871	100.128998	100.133789	100.136124	100.135506	100.136627	100.135574	100.136124	100.142242	100.141777	100.146698	100.141289	100.14669	100.153366
519	100.021828	100.001678	100.003922	100.008324	100.012589	100.021896	100.027252	100.028214	100.035393	100.033211	100.043068	100.044502	100.051819	100.050972	100.06282	100.061035	100.07486	100.073921	100.073364	100.080093	100.078583	100.083496	100.086296	100.091896	100.086143	100.091316	100.094536	100.094856	100.09816	100.104698	100.104698	100.112022	100.112213	100.111771	100.111977	100.111328	100.120438	100.115845	100.12001	100.122383	100.128578	100.123528	100.12764	100.129913	100.13102	100.131584	100.135979	100.125244	100.128601	100.13298	100.139465	100.13356	100.137138	100.136482	100.137497	100.141594	100.141647	100.147522	100.144485	100.146889	100.153969
520	100.023117	100.002602	100.004066	100.008842	100.012711	100.022331	100.027969	100.02887	100.035858	100.03334	100.042961	100.044594	100.052818	100.051079	100.062881	100.060745	100.075577	100.073982	100.074638	100.079437	100.079491	100.083374	100.086548	100.092529	100.085571	100.092026	100.094139	100.094917	100.097641	100.104797	100.105301	100.112686	100.112534	100.112976	100.112358	100.111031	100.12072	100.115753	100.120293	100.123108	100.129166	100.12394	100.127731	100.129829	100.131332	100.133133	100.136337	100.126373	100.128761	100.132896	100.139854	100.1325	100.137177	100.137115	100.137939	100.141647	100.141716	100.14856	100.144867	100.14669	100.153854
521	100.023476	100.003471	100.005676	100.009193	100.014565	100.021767	100.027214	100.029587	100.036003	100.034348	100.041542	100.045181	100.053116	100.050995	100.061653	100.060188	100.072769	100.072334	100.075508	100.077248	100.080452	100.081612	100.085854	100.091728	100.08416	100.092361	100.093773	100.094521	100.096848	100.103416	100.105537	100.111305	100.111481	100.113403	100.112473	100.109718	100.11808	100.115219	100.119545	100.123039	100.127266	100.125214	100.127319	100.129295	100.13131	100.134193	100.134872	100.127235	100.129448	100.13353	100.137375	100.132309	100.136719	100.137474	100.137474	100.142372	100.141998	100.149796	100.142464	100.14608	100.15303
522	100.023827	100.004288	100.00721	100.009521	100.016357	100.02121	100.026474	100.030266	100.036148	100.035309	100.040161	100.045715	100.053406	100.050926	100.060463	100.059631	100.070045	100.070724	100.07634	100.075127	100.081375	100.079895	100.085175	100.090958	100.082817	100.092682	100.093399	100.094139	100.096069	100.102089	100.105759	100.10997	100.110451	100.113808	100.112579	100.108459	100.115517	100.114716	100.118828	100.122963	100.125443	100.126434	100.1269	100.128761	100.131264	100.135216	100.13343	100.128067	100.130104	100.134109	100.134956	100.132118	100.136269	100.137817	100.137009	100.143089	100.142265	100.150993	100.140152	100.14547	100.152222
523	100.023987	100.004974	100.008392	100.0093	100.017632	100.020851	100.025787	100.030624	100.035873	100.035919	100.039032	100.045898	100.053062	100.050781	100.059441	100.059151	100.067413	100.069237	100.076698	100.073433	100.081802	100.078606	100.08448	100.089821	100.08168	100.092613	100.09314	100.093826	100.095345	100.101021	100.105736	100.108612	100.109291	100.113655	100.112579	100.107384	100.113167	100.114044	100.118187	100.122452	100.12381	100.12735	100.12648	100.127945	100.130966	100.135674	100.131844	100.128159	100.130371	100.134026	100.132584	100.131783	100.135742	100.137421	100.136673	100.143227	100.142197	100.151566	100.138382	100.144646	100.151024
524	100.023209	100.005066	100.007805	100.006149	100.016426	100.021454	100.025284	100.029266	100.033524	100.034752	100.039101	100.044037	100.049355	100.050339	100.059174	100.058983	100.064911	100.068054	100.074661	100.073944	100.079666	100.079437	100.083717	100.086655	100.081596	100.0905	100.093506	100.093826	100.094711	100.10128	100.104431	100.106934	100.107254	100.110603	100.111984	100.107231	100.111664	100.112534	100.118004	100.119576	100.123062	100.126877	100.125969	100.125572	100.129227	100.133194	100.12928	100.124374	100.128601	100.130341	100.129997	100.13063	100.134743	100.133133	100.136925	100.140488	100.140335	100.148788	100.139236	100.142578	100.147675
525	100.022469	100.00515	100.007263	100.00309	100.015244	100.022041	100.02478	100.027931	100.031235	100.033615	100.039146	100.042236	100.045776	100.049904	100.058914	100.058807	100.062492	100.066925	100.072693	100.074432	100.077614	100.080254	100.082985	100.08358	100.081528	100.088455	100.093842	100.093826	100.094101	100.101517	100.103127	100.105309	100.105301	100.107658	100.111412	100.107071	100.110207	100.111046	100.117828	100.116814	100.122322	100.126411	100.125481	100.123276	100.127533	100.130798	100.126793	100.120697	100.126877	100.126778	100.127495	100.129494	100.133743	100.128983	100.137177	100.13784	100.138535	100.146118	100.140068	100.140549	100.144432
526	100.021729	100.005219	100.006721	100.000145	100.014114	100.022598	100.024307	100.026657	100.02903	100.032532	100.0392	100.040497	100.042328	100.049469	100.058655	100.05864	100.060143	100.065826	100.070786	100.07489	100.075615	100.081017	100.082253	100.080612	100.081459	100.086487	100.094177	100.093819	100.093529	100.101761	100.101898	100.103737	100.103394	100.104813	100.11084	100.106918	100.108803	100.109627	100.117645	100.11412	100.121605	100.125946	100.125	100.121056	100.125908	100.128494	100.124382	100.117172	100.125214	100.123344	100.125076	100.12841	100.132797	100.124969	100.13739	100.135292	100.13678	100.143539	100.140846	100.138603	100.141296
